movement_id,product_id,movement_type,quantity,movement_date,reference_id,warehouse_location,notes
1135,226,Sale,-20,2023-07-22 00:00:00,513.0,Warehouse_D,Sale transaction
1136,299,Sale,-12,2023-06-29 00:00:00,114.0,Warehouse_A,Sale transaction
1137,195,Adjustment,9,2024-03-04 00:00:00,,Warehouse_B,Adjustment transaction
1138,462,Purchase,158,2024-02-04 00:00:00,,Warehouse_B,Purchase transaction
1139,438,Adjustment,9,2023-05-01 00:00:00,,Warehouse_B,Adjustment transaction
1140,208,Sale,-2,2024-05-08 00:00:00,3929.0,Warehouse_C,Sale transaction
1141,69,Return,5,2024-03-13 00:00:00,,Warehouse_A,Return transaction
1142,29,Purchase,359,2024-12-15 00:00:00,,Warehouse_D,Purchase transaction
1143,342,Return,4,2023-01-17 00:00:00,,Warehouse_D,Return transaction
1144,438,Adjustment,6,2024-08-31 00:00:00,,Warehouse_C,Adjustment transaction
1145,417,Adjustment,-8,2023-12-30 00:00:00,,Warehouse_C,Adjustment transaction
1146,478,Return,5,2024-06-14 00:00:00,,Warehouse_C,Return transaction
1147,252,Adjustment,1,2023-10-27 00:00:00,,Warehouse_A,Adjustment transaction
1148,100,Return,1,2024-06-22 00:00:00,,Warehouse_D,Return transaction
1149,465,Adjustment,-4,2023-10-14 00:00:00,,Warehouse_C,Adjustment transaction
1150,377,Adjustment,-8,2023-09-07 00:00:00,,Warehouse_A,Adjustment transaction
1151,471,Purchase,481,2023-08-31 00:00:00,,Warehouse_B,Purchase transaction
1152,225,Adjustment,9,2023-12-27 00:00:00,,Warehouse_C,Adjustment transaction
1153,260,Adjustment,-6,2023-10-09 00:00:00,,Warehouse_A,Adjustment transaction
1154,1,Purchase,368,2024-07-05 00:00:00,,Warehouse_C,Purchase transaction
1155,325,Sale,-4,2024-02-29 00:00:00,1538.0,Warehouse_D,Sale transaction
1156,427,Return,3,2023-08-27 00:00:00,,Warehouse_C,Return transaction
1157,399,Sale,-15,2023-05-17 00:00:00,4149.0,Warehouse_A,Sale transaction
1158,418,Purchase,216,2024-10-28 00:00:00,,Warehouse_C,Purchase transaction
1159,369,Sale,-18,2024-01-09 00:00:00,2809.0,Warehouse_A,Sale transaction
1160,29,Adjustment,9,2024-09-11 00:00:00,,Warehouse_C,Adjustment transaction
1161,32,Sale,-17,2023-08-13 00:00:00,927.0,Warehouse_B,Sale transaction
1162,408,Sale,-10,2024-02-29 00:00:00,6896.0,Warehouse_C,Sale transaction
1163,47,Adjustment,7,2023-06-05 00:00:00,,Warehouse_D,Adjustment transaction
1164,356,Return,2,2024-05-05 00:00:00,,Warehouse_B,Return transaction
1165,151,Adjustment,-8,2024-10-29 00:00:00,,Warehouse_A,Adjustment transaction
1166,118,Adjustment,7,2023-08-21 00:00:00,,Warehouse_D,Adjustment transaction
1167,40,Adjustment,-8,2024-11-22 00:00:00,,Warehouse_C,Adjustment transaction
1168,223,Return,1,2023-11-21 00:00:00,,Warehouse_D,Return transaction
1169,126,Sale,-3,2024-01-10 00:00:00,2632.0,Warehouse_D,Sale transaction
1170,219,Adjustment,1,2023-04-06 00:00:00,,Warehouse_C,Adjustment transaction
1171,162,Purchase,308,2024-05-02 00:00:00,,Warehouse_C,Purchase transaction
1172,249,Purchase,317,2023-01-01 00:00:00,,Warehouse_D,Purchase transaction
1173,118,Sale,-15,2023-04-30 00:00:00,552.0,Warehouse_B,Sale transaction
1174,426,Return,4,2024-08-10 00:00:00,,Warehouse_B,Return transaction
1175,179,Adjustment,10,2023-05-23 00:00:00,,Warehouse_B,Adjustment transaction
1176,376,Purchase,183,2024-06-06 00:00:00,,Warehouse_B,Purchase transaction
1177,477,Adjustment,3,2024-03-10 00:00:00,,Warehouse_A,Adjustment transaction
1178,150,Adjustment,-4,2024-01-28 00:00:00,,Warehouse_C,Adjustment transaction
1179,140,Adjustment,3,2024-02-17 00:00:00,,Warehouse_D,Adjustment transaction
1180,22,Return,5,2023-02-04 00:00:00,,Warehouse_A,Return transaction
1181,162,Sale,-10,2023-01-25 00:00:00,3130.0,Warehouse_B,Sale transaction
1182,48,Purchase,371,2023-05-21 00:00:00,,Warehouse_C,Purchase transaction
1183,212,Sale,-2,2023-08-20 00:00:00,4735.0,Warehouse_C,Sale transaction
1184,209,Return,5,2024-01-01 00:00:00,,Warehouse_B,Return transaction
1185,430,Purchase,492,2023-11-17 00:00:00,,Warehouse_B,Purchase transaction
1186,123,Sale,-6,2023-02-21 00:00:00,2936.0,Warehouse_C,Sale transaction
1187,14,Return,1,2023-09-14 00:00:00,,Warehouse_C,Return transaction
1188,434,Return,1,2024-09-20 00:00:00,,Warehouse_C,Return transaction
1189,180,Sale,-6,2023-04-02 00:00:00,653.0,Warehouse_C,Sale transaction
1190,354,Sale,-9,2024-12-26 00:00:00,2351.0,Warehouse_A,Sale transaction
1191,403,Purchase,245,2023-06-08 00:00:00,,Warehouse_A,Purchase transaction
1192,283,Return,2,2023-01-11 00:00:00,,Warehouse_D,Return transaction
1193,495,Return,3,2023-09-05 00:00:00,,Warehouse_C,Return transaction
1194,108,Sale,-14,2024-03-09 00:00:00,5761.0,Warehouse_B,Sale transaction
1195,218,Purchase,153,2023-02-20 00:00:00,,Warehouse_C,Purchase transaction
1196,265,Adjustment,8,2023-02-03 00:00:00,,Warehouse_B,Adjustment transaction
1197,207,Return,4,2023-03-09 00:00:00,,Warehouse_A,Return transaction
1198,328,Return,1,2023-10-18 00:00:00,,Warehouse_D,Return transaction
1199,34,Adjustment,7,2024-08-25 00:00:00,,Warehouse_B,Adjustment transaction
1200,96,Adjustment,-2,2024-03-12 00:00:00,,Warehouse_C,Adjustment transaction
1201,208,Adjustment,-7,2023-06-22 00:00:00,,Warehouse_D,Adjustment transaction
1202,382,Return,3,2024-11-20 00:00:00,,Warehouse_A,Return transaction
1203,461,Adjustment,10,2024-10-17 00:00:00,,Warehouse_D,Adjustment transaction
1204,136,Return,5,2024-05-07 00:00:00,,Warehouse_A,Return transaction
1205,26,Purchase,422,2023-07-20 00:00:00,,Warehouse_A,Purchase transaction
1206,466,Purchase,239,2023-03-30 00:00:00,,Warehouse_D,Purchase transaction
1207,365,Adjustment,9,2023-11-30 00:00:00,,Warehouse_C,Adjustment transaction
1208,199,Return,5,2024-02-06 00:00:00,,Warehouse_C,Return transaction
1209,83,Return,2,2023-07-29 00:00:00,,Warehouse_C,Return transaction
1210,344,Adjustment,-6,2023-05-06 00:00:00,,Warehouse_B,Adjustment transaction
1211,401,Purchase,407,2023-12-18 00:00:00,,Warehouse_A,Purchase transaction
1212,49,Purchase,175,2023-08-22 00:00:00,,Warehouse_B,Purchase transaction
1213,63,Adjustment,-9,2023-01-19 00:00:00,,Warehouse_A,Adjustment transaction
1214,378,Purchase,434,2024-02-01 00:00:00,,Warehouse_B,Purchase transaction
1215,225,Adjustment,-1,2024-07-05 00:00:00,,Warehouse_C,Adjustment transaction
1216,250,Return,1,2024-12-05 00:00:00,,Warehouse_C,Return transaction
1217,225,Purchase,133,2024-12-26 00:00:00,,Warehouse_B,Purchase transaction
1218,447,Return,3,2024-02-07 00:00:00,,Warehouse_D,Return transaction
1219,232,Purchase,284,2024-03-06 00:00:00,,Warehouse_A,Purchase transaction
1220,280,Return,3,2023-01-30 00:00:00,,Warehouse_A,Return transaction
1221,411,Adjustment,-7,2024-04-11 00:00:00,,Warehouse_C,Adjustment transaction
1222,470,Purchase,71,2024-10-21 00:00:00,,Warehouse_B,Purchase transaction
1223,291,Purchase,63,2024-01-25 00:00:00,,Warehouse_B,Purchase transaction
1224,185,Adjustment,-2,2023-07-07 00:00:00,,Warehouse_C,Adjustment transaction
1225,196,Adjustment,-2,2024-12-03 00:00:00,,Warehouse_D,Adjustment transaction
1226,376,Purchase,265,2023-09-09 00:00:00,,Warehouse_C,Purchase transaction
1227,252,Sale,-1,2023-12-03 00:00:00,240.0,Warehouse_A,Sale transaction
1228,452,Sale,-19,2024-06-15 00:00:00,4303.0,Warehouse_C,Sale transaction
1229,440,Return,4,2023-10-14 00:00:00,,Warehouse_B,Return transaction
1230,167,Purchase,264,2024-11-11 00:00:00,,Warehouse_C,Purchase transaction
1231,45,Sale,-11,2024-02-21 00:00:00,4304.0,Warehouse_D,Sale transaction
1232,85,Return,4,2024-12-23 00:00:00,,Warehouse_D,Return transaction
1233,22,Return,3,2023-12-19 00:00:00,,Warehouse_A,Return transaction
1234,49,Return,3,2023-03-05 00:00:00,,Warehouse_C,Return transaction
1235,68,Purchase,442,2023-01-16 00:00:00,,Warehouse_B,Purchase transaction
1236,10,Purchase,214,2024-01-21 00:00:00,,Warehouse_D,Purchase transaction
1237,142,Return,4,2023-03-09 00:00:00,,Warehouse_A,Return transaction
1238,143,Return,3,2024-06-20 00:00:00,,Warehouse_C,Return transaction
1239,137,Return,3,2023-11-30 00:00:00,,Warehouse_B,Return transaction
1240,9,Sale,-13,2023-04-02 00:00:00,1453.0,Warehouse_A,Sale transaction
1241,310,Sale,-13,2024-11-28 00:00:00,2648.0,Warehouse_B,Sale transaction
1242,103,Sale,-8,2023-06-05 00:00:00,7776.0,Warehouse_C,Sale transaction
1243,103,Purchase,77,2024-03-29 00:00:00,,Warehouse_D,Purchase transaction
1244,366,Adjustment,0,2024-12-01 00:00:00,,Warehouse_C,Adjustment transaction
1245,484,Purchase,235,2023-12-04 00:00:00,,Warehouse_A,Purchase transaction
1246,466,Purchase,79,2023-09-22 00:00:00,,Warehouse_A,Purchase transaction
1247,55,Return,5,2024-04-25 00:00:00,,Warehouse_B,Return transaction
1248,346,Adjustment,6,2023-03-16 00:00:00,,Warehouse_B,Adjustment transaction
1249,453,Sale,-10,2023-10-14 00:00:00,7497.0,Warehouse_A,Sale transaction
1250,319,Adjustment,-6,2024-06-17 00:00:00,,Warehouse_D,Adjustment transaction
1251,85,Adjustment,3,2023-12-28 00:00:00,,Warehouse_D,Adjustment transaction
1252,116,Sale,-9,2024-09-01 00:00:00,3060.0,Warehouse_D,Sale transaction
1253,128,Sale,-4,2024-10-01 00:00:00,2862.0,Warehouse_C,Sale transaction
1254,288,Return,1,2024-09-01 00:00:00,,Warehouse_D,Return transaction
1255,495,Purchase,131,2023-09-15 00:00:00,,Warehouse_B,Purchase transaction
1256,19,Purchase,434,2024-07-25 00:00:00,,Warehouse_A,Purchase transaction
1257,283,Purchase,416,2024-04-13 00:00:00,,Warehouse_A,Purchase transaction
1258,446,Return,3,2023-06-22 00:00:00,,Warehouse_C,Return transaction
1259,226,Adjustment,5,2024-12-24 00:00:00,,Warehouse_B,Adjustment transaction
1260,101,Return,5,2024-08-06 00:00:00,,Warehouse_A,Return transaction
1261,479,Adjustment,-7,2024-03-11 00:00:00,,Warehouse_D,Adjustment transaction
1262,447,Sale,-5,2023-04-10 00:00:00,6443.0,Warehouse_D,Sale transaction
1263,26,Purchase,147,2023-03-12 00:00:00,,Warehouse_A,Purchase transaction
1264,330,Adjustment,9,2023-12-13 00:00:00,,Warehouse_C,Adjustment transaction
1265,107,Adjustment,6,2023-02-13 00:00:00,,Warehouse_C,Adjustment transaction
1266,318,Adjustment,3,2023-11-29 00:00:00,,Warehouse_B,Adjustment transaction
1267,426,Purchase,419,2024-04-15 00:00:00,,Warehouse_C,Purchase transaction
1268,381,Return,2,2024-12-02 00:00:00,,Warehouse_C,Return transaction
1269,294,Sale,-13,2023-12-10 00:00:00,525.0,Warehouse_C,Sale transaction
1270,148,Adjustment,7,2024-09-16 00:00:00,,Warehouse_D,Adjustment transaction
1271,49,Purchase,296,2023-04-17 00:00:00,,Warehouse_B,Purchase transaction
1272,317,Return,2,2024-08-22 00:00:00,,Warehouse_D,Return transaction
1273,131,Purchase,408,2024-02-11 00:00:00,,Warehouse_A,Purchase transaction
1274,242,Adjustment,3,2023-06-22 00:00:00,,Warehouse_D,Adjustment transaction
1275,257,Purchase,424,2023-09-15 00:00:00,,Warehouse_B,Purchase transaction
1276,384,Purchase,86,2023-01-01 00:00:00,,Warehouse_C,Purchase transaction
1277,350,Sale,-1,2023-08-28 00:00:00,2444.0,Warehouse_A,Sale transaction
1278,294,Purchase,300,2023-12-26 00:00:00,,Warehouse_C,Purchase transaction
1279,363,Purchase,240,2024-12-07 00:00:00,,Warehouse_A,Purchase transaction
1280,423,Adjustment,7,2024-08-19 00:00:00,,Warehouse_A,Adjustment transaction
1281,434,Return,4,2023-09-02 00:00:00,,Warehouse_D,Return transaction
1282,54,Purchase,258,2024-06-17 00:00:00,,Warehouse_B,Purchase transaction
1283,393,Sale,-3,2024-07-12 00:00:00,2870.0,Warehouse_D,Sale transaction
1284,389,Purchase,290,2023-05-25 00:00:00,,Warehouse_C,Purchase transaction
1285,242,Sale,-20,2023-02-14 00:00:00,3152.0,Warehouse_A,Sale transaction
1286,496,Sale,-18,2023-08-04 00:00:00,1019.0,Warehouse_D,Sale transaction
1287,358,Sale,-12,2024-09-25 00:00:00,4637.0,Warehouse_B,Sale transaction
1288,17,Sale,-2,2023-09-01 00:00:00,4242.0,Warehouse_B,Sale transaction
1289,67,Return,4,2023-09-23 00:00:00,,Warehouse_C,Return transaction
1290,413,Sale,-1,2023-11-10 00:00:00,6621.0,Warehouse_C,Sale transaction
1291,7,Purchase,409,2024-06-15 00:00:00,,Warehouse_C,Purchase transaction
1292,457,Sale,-1,2024-09-26 00:00:00,7106.0,Warehouse_A,Sale transaction
1293,133,Return,1,2024-05-21 00:00:00,,Warehouse_B,Return transaction
1294,370,Sale,-1,2024-04-17 00:00:00,70.0,Warehouse_C,Sale transaction
1295,397,Purchase,479,2023-06-25 00:00:00,,Warehouse_D,Purchase transaction
1296,23,Sale,-8,2023-06-11 00:00:00,6993.0,Warehouse_D,Sale transaction
1297,341,Purchase,143,2024-02-25 00:00:00,,Warehouse_D,Purchase transaction
1298,317,Purchase,160,2023-11-21 00:00:00,,Warehouse_D,Purchase transaction
1299,49,Adjustment,8,2023-05-01 00:00:00,,Warehouse_C,Adjustment transaction
1300,266,Sale,-19,2023-01-05 00:00:00,3325.0,Warehouse_C,Sale transaction
1301,477,Adjustment,-7,2024-07-20 00:00:00,,Warehouse_C,Adjustment transaction
1302,406,Sale,-14,2024-03-01 00:00:00,7670.0,Warehouse_A,Sale transaction
1303,205,Adjustment,7,2023-12-20 00:00:00,,Warehouse_A,Adjustment transaction
1304,426,Return,5,2024-12-20 00:00:00,,Warehouse_B,Return transaction
1305,439,Adjustment,-10,2024-03-18 00:00:00,,Warehouse_A,Adjustment transaction
1306,57,Return,4,2023-06-22 00:00:00,,Warehouse_C,Return transaction
1307,262,Adjustment,4,2023-09-05 00:00:00,,Warehouse_A,Adjustment transaction
1308,82,Return,1,2024-01-11 00:00:00,,Warehouse_C,Return transaction
1309,147,Return,3,2023-01-21 00:00:00,,Warehouse_A,Return transaction
1310,32,Purchase,52,2023-10-29 00:00:00,,Warehouse_A,Purchase transaction
1311,143,Return,1,2023-10-17 00:00:00,,Warehouse_B,Return transaction
1312,341,Adjustment,4,2024-02-01 00:00:00,,Warehouse_C,Adjustment transaction
1313,496,Sale,-17,2023-09-13 00:00:00,172.0,Warehouse_C,Sale transaction
1314,460,Purchase,419,2024-10-01 00:00:00,,Warehouse_A,Purchase transaction
1315,212,Adjustment,3,2024-09-25 00:00:00,,Warehouse_C,Adjustment transaction
1316,426,Sale,-13,2024-05-15 00:00:00,5849.0,Warehouse_B,Sale transaction
1317,146,Return,1,2023-02-07 00:00:00,,Warehouse_A,Return transaction
1318,303,Purchase,223,2023-03-11 00:00:00,,Warehouse_D,Purchase transaction
1319,364,Sale,-7,2023-02-21 00:00:00,3114.0,Warehouse_C,Sale transaction
1320,12,Purchase,244,2024-08-08 00:00:00,,Warehouse_A,Purchase transaction
1321,472,Sale,-1,2024-11-17 00:00:00,6791.0,Warehouse_A,Sale transaction
1322,71,Sale,-1,2024-01-28 00:00:00,3756.0,Warehouse_C,Sale transaction
1323,184,Purchase,306,2023-11-30 00:00:00,,Warehouse_D,Purchase transaction
1324,247,Sale,-12,2023-02-17 00:00:00,3331.0,Warehouse_C,Sale transaction
1325,29,Return,2,2024-10-19 00:00:00,,Warehouse_A,Return transaction
1326,165,Purchase,139,2024-09-07 00:00:00,,Warehouse_C,Purchase transaction
1327,19,Return,1,2024-05-15 00:00:00,,Warehouse_B,Return transaction
1328,449,Purchase,76,2024-07-17 00:00:00,,Warehouse_A,Purchase transaction
1329,287,Sale,-1,2024-12-31 00:00:00,5381.0,Warehouse_D,Sale transaction
1330,384,Sale,-3,2023-03-30 00:00:00,2525.0,Warehouse_A,Sale transaction
1331,251,Adjustment,3,2023-12-30 00:00:00,,Warehouse_B,Adjustment transaction
1332,66,Sale,-9,2024-09-03 00:00:00,7505.0,Warehouse_C,Sale transaction
1333,343,Adjustment,-3,2023-04-13 00:00:00,,Warehouse_C,Adjustment transaction
1334,495,Sale,-16,2024-08-28 00:00:00,2856.0,Warehouse_C,Sale transaction
1335,466,Return,3,2023-09-09 00:00:00,,Warehouse_D,Return transaction
1336,443,Adjustment,-7,2024-04-01 00:00:00,,Warehouse_A,Adjustment transaction
1337,79,Sale,-17,2024-05-06 00:00:00,7175.0,Warehouse_B,Sale transaction
1338,486,Return,1,2024-07-15 00:00:00,,Warehouse_A,Return transaction
1339,118,Return,2,2023-10-11 00:00:00,,Warehouse_B,Return transaction
1340,197,Purchase,374,2024-09-23 00:00:00,,Warehouse_C,Purchase transaction
1341,355,Return,3,2023-03-15 00:00:00,,Warehouse_A,Return transaction
1342,45,Sale,-18,2024-12-29 00:00:00,6337.0,Warehouse_C,Sale transaction
1343,166,Adjustment,-6,2023-12-28 00:00:00,,Warehouse_B,Adjustment transaction
1344,277,Adjustment,5,2023-05-20 00:00:00,,Warehouse_A,Adjustment transaction
1345,286,Purchase,63,2023-08-23 00:00:00,,Warehouse_A,Purchase transaction
1346,262,Purchase,97,2023-05-03 00:00:00,,Warehouse_D,Purchase transaction
1347,210,Purchase,311,2023-03-18 00:00:00,,Warehouse_A,Purchase transaction
1348,423,Sale,-14,2023-08-04 00:00:00,6267.0,Warehouse_A,Sale transaction
1349,471,Purchase,110,2023-12-21 00:00:00,,Warehouse_D,Purchase transaction
1350,112,Return,1,2023-11-06 00:00:00,,Warehouse_A,Return transaction
1351,279,Return,3,2023-09-01 00:00:00,,Warehouse_C,Return transaction
1352,353,Sale,-17,2024-07-24 00:00:00,3032.0,Warehouse_B,Sale transaction
1353,14,Return,1,2024-07-29 00:00:00,,Warehouse_D,Return transaction
1354,469,Adjustment,6,2023-02-17 00:00:00,,Warehouse_B,Adjustment transaction
1355,88,Return,1,2024-02-02 00:00:00,,Warehouse_A,Return transaction
1356,361,Return,4,2023-12-25 00:00:00,,Warehouse_D,Return transaction
1357,411,Return,5,2024-04-09 00:00:00,,Warehouse_B,Return transaction
1358,22,Return,3,2024-10-23 00:00:00,,Warehouse_A,Return transaction
1359,307,Sale,-5,2023-04-18 00:00:00,6438.0,Warehouse_D,Sale transaction
1360,49,Purchase,443,2023-10-18 00:00:00,,Warehouse_A,Purchase transaction
1361,401,Return,1,2023-03-03 00:00:00,,Warehouse_A,Return transaction
1362,320,Adjustment,9,2023-09-11 00:00:00,,Warehouse_B,Adjustment transaction
1363,490,Sale,-10,2023-12-03 00:00:00,412.0,Warehouse_B,Sale transaction
1364,233,Sale,-4,2024-11-15 00:00:00,3786.0,Warehouse_D,Sale transaction
1365,399,Return,3,2023-02-21 00:00:00,,Warehouse_A,Return transaction
1366,100,Adjustment,6,2023-10-01 00:00:00,,Warehouse_B,Adjustment transaction
1367,412,Purchase,193,2024-07-12 00:00:00,,Warehouse_A,Purchase transaction
1368,378,Sale,-7,2023-12-01 00:00:00,4007.0,Warehouse_C,Sale transaction
1369,27,Sale,-19,2024-09-11 00:00:00,4269.0,Warehouse_D,Sale transaction
1370,473,Adjustment,-9,2023-06-25 00:00:00,,Warehouse_D,Adjustment transaction
1371,82,Return,5,2023-02-22 00:00:00,,Warehouse_D,Return transaction
1372,107,Return,4,2024-01-10 00:00:00,,Warehouse_A,Return transaction
1373,341,Purchase,303,2023-03-02 00:00:00,,Warehouse_B,Purchase transaction
1374,102,Purchase,393,2024-09-03 00:00:00,,Warehouse_C,Purchase transaction
1375,452,Return,1,2024-08-06 00:00:00,,Warehouse_D,Return transaction
1376,21,Return,2,2023-02-08 00:00:00,,Warehouse_D,Return transaction
1377,30,Return,2,2023-05-19 00:00:00,,Warehouse_A,Return transaction
1378,288,Return,1,2024-02-01 00:00:00,,Warehouse_A,Return transaction
1379,418,Purchase,99,2024-08-22 00:00:00,,Warehouse_B,Purchase transaction
1380,434,Sale,-7,2024-11-05 00:00:00,914.0,Warehouse_B,Sale transaction
1381,14,Purchase,132,2024-08-20 00:00:00,,Warehouse_A,Purchase transaction
1382,377,Return,3,2024-03-18 00:00:00,,Warehouse_A,Return transaction
1383,495,Return,4,2023-06-12 00:00:00,,Warehouse_A,Return transaction
1384,373,Sale,-5,2024-02-03 00:00:00,3228.0,Warehouse_A,Sale transaction
1385,424,Sale,-20,2024-05-17 00:00:00,4417.0,Warehouse_C,Sale transaction
1386,79,Adjustment,8,2024-08-31 00:00:00,,Warehouse_B,Adjustment transaction
1387,266,Return,1,2023-09-13 00:00:00,,Warehouse_C,Return transaction
1388,487,Sale,-15,2023-10-03 00:00:00,7454.0,Warehouse_D,Sale transaction
1389,232,Sale,-5,2023-03-29 00:00:00,7076.0,Warehouse_B,Sale transaction
1390,275,Return,3,2024-09-18 00:00:00,,Warehouse_B,Return transaction
1391,137,Adjustment,9,2024-08-24 00:00:00,,Warehouse_D,Adjustment transaction
1392,150,Purchase,97,2023-11-05 00:00:00,,Warehouse_C,Purchase transaction
1393,259,Return,4,2023-03-23 00:00:00,,Warehouse_B,Return transaction
1394,233,Adjustment,0,2023-03-18 00:00:00,,Warehouse_D,Adjustment transaction
1395,240,Sale,-10,2024-07-22 00:00:00,1425.0,Warehouse_D,Sale transaction
1396,233,Return,1,2023-12-21 00:00:00,,Warehouse_C,Return transaction
1397,370,Purchase,335,2023-03-10 00:00:00,,Warehouse_A,Purchase transaction
1398,105,Purchase,378,2024-02-14 00:00:00,,Warehouse_A,Purchase transaction
1399,125,Purchase,375,2024-10-18 00:00:00,,Warehouse_A,Purchase transaction
1400,108,Return,3,2023-05-02 00:00:00,,Warehouse_D,Return transaction
1401,134,Adjustment,-3,2023-07-29 00:00:00,,Warehouse_C,Adjustment transaction
1402,143,Purchase,483,2024-01-31 00:00:00,,Warehouse_D,Purchase transaction
1403,118,Purchase,487,2024-03-12 00:00:00,,Warehouse_D,Purchase transaction
1404,190,Return,2,2023-01-02 00:00:00,,Warehouse_A,Return transaction
1405,317,Purchase,278,2024-02-18 00:00:00,,Warehouse_D,Purchase transaction
1406,424,Adjustment,-2,2024-07-18 00:00:00,,Warehouse_B,Adjustment transaction
1407,345,Return,3,2023-03-18 00:00:00,,Warehouse_B,Return transaction
1408,444,Return,5,2024-12-28 00:00:00,,Warehouse_C,Return transaction
1409,462,Return,1,2023-11-25 00:00:00,,Warehouse_C,Return transaction
1410,301,Sale,-5,2023-02-04 00:00:00,5518.0,Warehouse_B,Sale transaction
1411,79,Sale,-1,2023-04-30 00:00:00,2414.0,Warehouse_B,Sale transaction
1412,240,Adjustment,6,2024-07-22 00:00:00,,Warehouse_C,Adjustment transaction
1413,421,Purchase,431,2023-09-15 00:00:00,,Warehouse_D,Purchase transaction
1414,321,Sale,-2,2023-10-04 00:00:00,67.0,Warehouse_C,Sale transaction
1415,188,Sale,-14,2023-12-31 00:00:00,5121.0,Warehouse_B,Sale transaction
1416,302,Sale,-4,2023-07-22 00:00:00,5956.0,Warehouse_B,Sale transaction
1417,481,Purchase,68,2024-06-02 00:00:00,,Warehouse_B,Purchase transaction
1418,393,Return,2,2024-02-28 00:00:00,,Warehouse_A,Return transaction
1419,101,Adjustment,4,2023-12-25 00:00:00,,Warehouse_D,Adjustment transaction
1420,439,Adjustment,7,2024-10-01 00:00:00,,Warehouse_B,Adjustment transaction
1421,156,Return,5,2024-10-08 00:00:00,,Warehouse_D,Return transaction
1422,98,Return,3,2024-03-18 00:00:00,,Warehouse_A,Return transaction
1423,465,Return,5,2023-10-06 00:00:00,,Warehouse_A,Return transaction
1424,158,Sale,-1,2023-04-15 00:00:00,1536.0,Warehouse_C,Sale transaction
1425,9,Sale,-15,2024-07-22 00:00:00,867.0,Warehouse_D,Sale transaction
1426,440,Return,5,2023-12-20 00:00:00,,Warehouse_D,Return transaction
1427,241,Adjustment,1,2024-12-13 00:00:00,,Warehouse_B,Adjustment transaction
1428,31,Sale,-8,2023-03-11 00:00:00,5026.0,Warehouse_D,Sale transaction
1429,168,Purchase,341,2024-04-19 00:00:00,,Warehouse_A,Purchase transaction
1430,362,Purchase,243,2024-09-08 00:00:00,,Warehouse_D,Purchase transaction
1431,287,Adjustment,-4,2023-01-03 00:00:00,,Warehouse_C,Adjustment transaction
1432,113,Adjustment,4,2024-03-06 00:00:00,,Warehouse_C,Adjustment transaction
1433,493,Return,3,2024-03-13 00:00:00,,Warehouse_C,Return transaction
1434,234,Return,4,2023-04-17 00:00:00,,Warehouse_B,Return transaction
1435,80,Return,3,2024-07-12 00:00:00,,Warehouse_B,Return transaction
1436,122,Sale,-4,2024-07-01 00:00:00,5565.0,Warehouse_A,Sale transaction
1437,205,Purchase,134,2023-09-29 00:00:00,,Warehouse_C,Purchase transaction
1438,144,Sale,-1,2024-01-12 00:00:00,7253.0,Warehouse_A,Sale transaction
1439,415,Purchase,370,2024-09-20 00:00:00,,Warehouse_D,Purchase transaction
1440,328,Return,5,2024-03-01 00:00:00,,Warehouse_A,Return transaction
1441,350,Return,4,2024-01-07 00:00:00,,Warehouse_B,Return transaction
1442,410,Adjustment,3,2024-09-22 00:00:00,,Warehouse_C,Adjustment transaction
1443,484,Return,1,2024-12-26 00:00:00,,Warehouse_B,Return transaction
1444,350,Adjustment,10,2024-10-27 00:00:00,,Warehouse_B,Adjustment transaction
1445,64,Purchase,278,2023-07-26 00:00:00,,Warehouse_D,Purchase transaction
1446,319,Purchase,265,2023-08-29 00:00:00,,Warehouse_D,Purchase transaction
1447,178,Sale,-15,2023-01-22 00:00:00,2752.0,Warehouse_A,Sale transaction
1448,370,Sale,-10,2023-03-27 00:00:00,6.0,Warehouse_D,Sale transaction
1449,371,Sale,-16,2024-03-15 00:00:00,6128.0,Warehouse_B,Sale transaction
1450,427,Adjustment,5,2024-01-22 00:00:00,,Warehouse_D,Adjustment transaction
1451,152,Adjustment,7,2023-10-16 00:00:00,,Warehouse_A,Adjustment transaction
1452,468,Return,5,2024-07-13 00:00:00,,Warehouse_D,Return transaction
1453,212,Purchase,451,2024-08-02 00:00:00,,Warehouse_C,Purchase transaction
1454,18,Adjustment,7,2024-12-27 00:00:00,,Warehouse_D,Adjustment transaction
1455,145,Adjustment,8,2023-03-04 00:00:00,,Warehouse_D,Adjustment transaction
1456,87,Purchase,280,2023-02-21 00:00:00,,Warehouse_B,Purchase transaction
1457,261,Return,4,2024-12-30 00:00:00,,Warehouse_D,Return transaction
1458,83,Sale,-1,2024-03-22 00:00:00,655.0,Warehouse_B,Sale transaction
1459,278,Adjustment,-4,2024-05-07 00:00:00,,Warehouse_D,Adjustment transaction
1460,443,Adjustment,1,2024-12-06 00:00:00,,Warehouse_D,Adjustment transaction
1461,465,Purchase,325,2023-01-25 00:00:00,,Warehouse_C,Purchase transaction
1462,458,Purchase,229,2023-10-05 00:00:00,,Warehouse_C,Purchase transaction
1463,108,Return,3,2023-02-08 00:00:00,,Warehouse_A,Return transaction
1464,327,Sale,-2,2023-02-04 00:00:00,227.0,Warehouse_D,Sale transaction
1465,133,Adjustment,-1,2023-01-01 00:00:00,,Warehouse_C,Adjustment transaction
