traffic_id,visit_date,customer_id,session_id,page_views,session_duration_minutes,traffic_source,device_type,converted,order_id
1515,2024-07-01,338.0,SES001515,18,42,Social,Tablet,False,
1516,2023-02-15,938.0,SES001516,11,53,Referral,Mobile,False,
1517,2023-11-10,1203.0,SES001517,12,55,Social,Tablet,False,
1518,2023-02-12,,SES001518,13,25,Direct,Desktop,False,
1519,2023-08-05,1445.0,SES001519,19,41,Referral,Mobile,False,
1520,2024-10-12,,SES001520,17,24,Social,Tablet,False,
1521,2023-06-06,1027.0,SES001521,3,44,Organic,Mobile,False,
1522,2024-07-28,,SES001522,8,4,Organic,Mobile,False,
1523,2023-10-31,,SES001523,13,49,Referral,Desktop,False,
1524,2023-03-28,,SES001524,9,10,Direct,Desktop,False,
1525,2024-04-19,,SES001525,4,16,Referral,Desktop,False,
1526,2023-06-28,363.0,SES001526,18,3,Direct,Mobile,False,
1527,2024-03-07,1332.0,SES001527,9,41,Social,Mobile,False,
1528,2024-01-21,1098.0,SES001528,5,42,Social,Mobile,False,
1529,2023-11-19,1580.0,SES001529,7,33,Paid,Mobile,False,
1530,2023-11-04,1441.0,SES001530,16,31,Referral,Desktop,False,
1531,2023-08-02,,SES001531,10,8,Referral,Mobile,False,
1532,2024-01-10,287.0,SES001532,8,35,Referral,Desktop,False,
1533,2023-10-27,1142.0,SES001533,15,27,Organic,Mobile,False,
1534,2023-09-03,,SES001534,7,47,Social,Tablet,False,
1535,2024-08-06,736.0,SES001535,1,47,Paid,Mobile,False,
1536,2024-02-25,1381.0,SES001536,19,37,Paid,Mobile,False,
1537,2024-03-27,1405.0,SES001537,1,40,Social,Desktop,False,
1538,2023-08-04,527.0,SES001538,20,54,Direct,Mobile,False,
1539,2023-02-24,631.0,SES001539,3,27,Paid,Tablet,False,
1540,2023-04-04,,SES001540,6,55,Social,Desktop,False,
1541,2024-09-29,1252.0,SES001541,1,26,Organic,Tablet,False,
1542,2023-11-26,562.0,SES001542,17,40,Direct,Mobile,False,
1543,2023-01-18,,SES001543,1,18,Paid,Mobile,False,
1544,2023-08-11,1910.0,SES001544,18,7,Direct,Desktop,False,
1545,2024-06-28,1815.0,SES001545,16,33,Referral,Desktop,False,
1546,2023-01-30,1631.0,SES001546,3,43,Organic,Tablet,False,
1547,2023-09-17,478.0,SES001547,17,38,Organic,Tablet,False,
1548,2024-10-06,,SES001548,15,55,Direct,Mobile,True,
1549,2023-07-01,939.0,SES001549,18,12,Referral,Desktop,False,
1550,2024-12-25,1098.0,SES001550,11,55,Paid,Desktop,False,
1551,2023-06-27,595.0,SES001551,16,43,Referral,Tablet,False,
1552,2024-04-22,242.0,SES001552,20,54,Organic,Desktop,False,
1553,2023-02-15,,SES001553,12,59,Paid,Desktop,False,
1554,2023-03-05,1511.0,SES001554,19,7,Paid,Tablet,False,
1555,2024-04-18,367.0,SES001555,15,12,Referral,Tablet,False,
1556,2024-04-18,,SES001556,4,43,Direct,Tablet,True,
1557,2024-11-11,836.0,SES001557,6,41,Organic,Mobile,False,
1558,2024-03-04,1737.0,SES001558,1,26,Paid,Desktop,False,
1559,2023-06-30,1869.0,SES001559,4,1,Direct,Mobile,False,
1560,2024-08-20,,SES001560,8,56,Direct,Desktop,False,
1561,2024-02-25,1007.0,SES001561,6,35,Social,Tablet,False,
1562,2023-07-26,47.0,SES001562,16,18,Social,Desktop,False,
1563,2023-08-26,1622.0,SES001563,7,8,Social,Mobile,False,
1564,2024-10-09,1748.0,SES001564,6,30,Referral,Tablet,False,
1565,2024-10-17,,SES001565,16,26,Paid,Desktop,False,
1566,2023-09-21,309.0,SES001566,18,35,Referral,Mobile,False,
1567,2023-11-26,1270.0,SES001567,5,51,Organic,Mobile,False,
1568,2023-07-27,357.0,SES001568,7,19,Social,Desktop,False,
1569,2023-04-25,541.0,SES001569,12,13,Organic,Tablet,False,
1570,2023-03-03,1869.0,SES001570,19,37,Paid,Desktop,False,
1571,2023-11-06,450.0,SES001571,4,2,Referral,Mobile,False,
1572,2023-05-16,1545.0,SES001572,12,50,Paid,Desktop,False,
1573,2024-09-16,563.0,SES001573,12,2,Direct,Desktop,False,
1574,2024-09-26,1207.0,SES001574,2,12,Direct,Desktop,True,4377.0
1575,2024-02-29,671.0,SES001575,10,19,Social,Tablet,False,
1576,2023-09-05,1399.0,SES001576,11,24,Direct,Mobile,False,
1577,2024-03-09,,SES001577,16,49,Social,Desktop,False,
1578,2023-11-06,,SES001578,4,7,Social,Desktop,False,
1579,2023-10-02,127.0,SES001579,20,15,Direct,Mobile,False,
1580,2023-01-05,,SES001580,7,28,Social,Mobile,False,
1581,2023-06-25,,SES001581,15,54,Referral,Mobile,False,
1582,2023-07-16,,SES001582,11,53,Paid,Tablet,False,
1583,2023-01-20,706.0,SES001583,1,53,Organic,Tablet,False,
1584,2023-05-01,,SES001584,7,17,Organic,Desktop,False,
1585,2024-10-20,1868.0,SES001585,16,32,Referral,Tablet,False,
1586,2023-08-04,,SES001586,18,60,Referral,Desktop,False,
1587,2023-11-24,,SES001587,16,49,Social,Tablet,False,
1588,2023-05-25,754.0,SES001588,7,23,Social,Mobile,False,
1589,2023-07-13,1668.0,SES001589,13,1,Referral,Tablet,False,
1590,2023-06-07,1536.0,SES001590,5,55,Referral,Desktop,False,
1591,2023-01-26,,SES001591,18,50,Paid,Desktop,False,
1592,2023-03-30,,SES001592,11,39,Direct,Desktop,False,
1593,2023-06-21,,SES001593,4,31,Paid,Mobile,False,
1594,2024-01-11,,SES001594,9,17,Social,Desktop,False,
1595,2024-04-08,88.0,SES001595,3,21,Paid,Mobile,True,155.0
1596,2023-03-28,747.0,SES001596,18,29,Direct,Mobile,False,
1597,2024-07-22,8.0,SES001597,5,23,Social,Desktop,False,
1598,2023-01-07,1755.0,SES001598,20,22,Social,Desktop,False,
1599,2024-05-03,371.0,SES001599,8,24,Organic,Mobile,False,
1600,2024-05-16,,SES001600,11,54,Referral,Desktop,False,
1601,2024-02-18,,SES001601,15,47,Social,Tablet,False,
1602,2024-03-06,82.0,SES001602,6,8,Referral,Mobile,False,
1603,2024-06-17,,SES001603,14,42,Organic,Mobile,False,
1604,2023-05-15,1960.0,SES001604,4,31,Organic,Desktop,False,
1605,2023-07-01,585.0,SES001605,7,38,Paid,Mobile,False,
1606,2023-01-20,,SES001606,4,53,Referral,Tablet,False,
1607,2024-02-18,,SES001607,18,2,Direct,Tablet,False,
1608,2023-10-16,,SES001608,1,26,Referral,Mobile,False,
1609,2023-05-02,,SES001609,4,24,Organic,Tablet,False,
1610,2024-08-04,,SES001610,16,27,Paid,Desktop,False,
1611,2023-05-11,1306.0,SES001611,20,48,Direct,Tablet,False,
1612,2024-05-24,1665.0,SES001612,6,12,Direct,Mobile,False,
1613,2024-04-14,1489.0,SES001613,1,50,Social,Mobile,False,
1614,2024-05-04,,SES001614,17,5,Organic,Mobile,False,
1615,2024-09-29,1092.0,SES001615,1,38,Social,Tablet,False,
1616,2024-10-21,251.0,SES001616,10,29,Referral,Desktop,False,
1617,2023-12-28,61.0,SES001617,12,60,Referral,Tablet,False,
1618,2023-05-20,417.0,SES001618,1,39,Organic,Mobile,False,
1619,2023-02-01,,SES001619,4,59,Referral,Tablet,False,
1620,2024-06-01,361.0,SES001620,1,3,Paid,Desktop,False,
1621,2024-01-01,48.0,SES001621,9,33,Direct,Tablet,False,
1622,2023-10-13,,SES001622,8,2,Social,Mobile,False,
1623,2023-10-03,,SES001623,6,1,Referral,Mobile,True,
1624,2023-09-10,24.0,SES001624,1,56,Social,Tablet,False,
1625,2023-11-16,,SES001625,14,60,Organic,Tablet,False,
1626,2023-12-11,512.0,SES001626,7,3,Social,Tablet,False,
1627,2024-10-31,981.0,SES001627,17,14,Social,Tablet,False,
1628,2023-01-29,1114.0,SES001628,17,58,Direct,Tablet,False,
1629,2023-08-03,,SES001629,17,57,Referral,Mobile,False,
1630,2023-02-20,,SES001630,14,57,Social,Desktop,False,
1631,2024-11-29,,SES001631,20,19,Social,Desktop,False,
1632,2024-12-04,,SES001632,12,21,Paid,Mobile,False,
1633,2023-05-12,325.0,SES001633,6,22,Social,Tablet,False,
1634,2023-02-15,,SES001634,3,36,Paid,Tablet,False,
1635,2023-03-04,985.0,SES001635,18,46,Organic,Mobile,False,
1636,2023-04-01,,SES001636,4,45,Referral,Desktop,False,
1637,2024-04-19,523.0,SES001637,17,41,Direct,Tablet,False,
1638,2024-07-23,1017.0,SES001638,2,23,Organic,Mobile,False,
1639,2024-08-08,,SES001639,6,58,Organic,Mobile,False,
1640,2024-02-12,,SES001640,10,12,Referral,Mobile,False,
1641,2024-06-29,1425.0,SES001641,5,38,Organic,Tablet,False,
1642,2024-11-23,104.0,SES001642,7,52,Organic,Tablet,False,
1643,2024-07-18,,SES001643,9,11,Paid,Tablet,False,
1644,2023-08-04,,SES001644,17,57,Direct,Desktop,False,
1645,2023-10-04,,SES001645,18,39,Social,Desktop,False,
1646,2024-03-24,199.0,SES001646,2,50,Organic,Mobile,False,
1647,2024-10-16,,SES001647,1,34,Direct,Tablet,False,
1648,2023-01-22,1683.0,SES001648,8,12,Direct,Tablet,False,
1649,2023-09-26,,SES001649,6,47,Organic,Tablet,True,
1650,2023-10-13,1193.0,SES001650,8,11,Social,Tablet,False,
1651,2023-05-12,1845.0,SES001651,16,19,Social,Tablet,False,
1652,2023-02-11,106.0,SES001652,5,25,Paid,Tablet,False,
1653,2023-06-05,1773.0,SES001653,16,32,Direct,Tablet,False,
1654,2024-03-26,1243.0,SES001654,15,36,Organic,Desktop,False,
1655,2023-12-24,,SES001655,4,39,Organic,Tablet,False,
1656,2024-11-17,697.0,SES001656,8,22,Paid,Desktop,False,
1657,2024-09-07,,SES001657,10,43,Direct,Mobile,False,
1658,2024-08-27,1697.0,SES001658,9,31,Organic,Mobile,False,
1659,2023-03-01,,SES001659,8,39,Organic,Desktop,False,
1660,2024-03-31,,SES001660,8,35,Paid,Tablet,False,
1661,2024-05-26,,SES001661,6,48,Paid,Tablet,False,
1662,2024-08-17,,SES001662,18,40,Organic,Desktop,False,
1663,2024-12-27,,SES001663,8,49,Referral,Tablet,False,
1664,2023-10-05,1536.0,SES001664,8,27,Direct,Tablet,False,
1665,2024-11-25,733.0,SES001665,7,60,Direct,Tablet,False,
1666,2024-08-16,743.0,SES001666,4,30,Organic,Tablet,False,
1667,2023-07-22,875.0,SES001667,9,53,Paid,Mobile,False,
1668,2024-06-04,1083.0,SES001668,12,37,Referral,Tablet,False,
1669,2024-01-19,401.0,SES001669,7,54,Referral,Desktop,False,
1670,2023-10-24,,SES001670,3,46,Direct,Mobile,False,
1671,2024-08-31,,SES001671,3,13,Social,Tablet,False,
1672,2023-03-15,1397.0,SES001672,9,26,Organic,Mobile,False,
1673,2023-11-09,1305.0,SES001673,16,37,Paid,Tablet,False,
1674,2024-08-18,,SES001674,19,8,Organic,Tablet,False,
1675,2023-03-17,128.0,SES001675,8,21,Direct,Mobile,False,
1676,2023-09-23,1087.0,SES001676,7,13,Paid,Tablet,False,
1677,2023-11-18,,SES001677,10,29,Paid,Desktop,False,
1678,2023-11-14,,SES001678,15,41,Organic,Mobile,False,
1679,2024-02-12,1541.0,SES001679,3,47,Referral,Desktop,False,
1680,2024-03-02,167.0,SES001680,17,59,Paid,Desktop,False,
1681,2024-01-24,,SES001681,8,31,Paid,Desktop,False,
1682,2023-12-21,1839.0,SES001682,20,15,Direct,Desktop,False,
1683,2023-01-06,364.0,SES001683,13,12,Paid,Mobile,False,
1684,2023-04-16,426.0,SES001684,10,37,Social,Mobile,False,
1685,2023-07-18,361.0,SES001685,3,26,Paid,Tablet,False,
1686,2024-07-20,716.0,SES001686,11,51,Social,Mobile,False,
1687,2023-03-06,,SES001687,7,56,Paid,Mobile,False,
1688,2024-05-29,,SES001688,8,15,Social,Mobile,False,
1689,2023-04-02,,SES001689,11,17,Direct,Mobile,False,
1690,2023-03-08,363.0,SES001690,4,44,Organic,Mobile,False,
1691,2024-01-06,225.0,SES001691,10,22,Referral,Mobile,False,
1692,2024-06-19,1842.0,SES001692,11,37,Social,Mobile,False,
1693,2023-01-24,,SES001693,19,43,Paid,Desktop,False,
1694,2023-02-27,,SES001694,18,31,Paid,Desktop,False,
1695,2023-08-30,1682.0,SES001695,2,12,Social,Desktop,False,
1696,2023-10-20,596.0,SES001696,2,8,Direct,Mobile,False,
1697,2024-05-07,463.0,SES001697,15,21,Organic,Mobile,False,
1698,2023-07-02,,SES001698,3,38,Direct,Tablet,False,
1699,2023-12-18,,SES001699,11,18,Referral,Desktop,False,
1700,2024-07-21,,SES001700,2,25,Paid,Tablet,False,
1701,2024-04-29,796.0,SES001701,11,26,Referral,Desktop,False,
1702,2024-04-04,638.0,SES001702,3,12,Paid,Desktop,False,
1703,2023-02-16,1194.0,SES001703,17,48,Organic,Mobile,False,
1704,2023-02-06,,SES001704,14,30,Social,Mobile,False,
1705,2024-04-02,,SES001705,9,53,Organic,Tablet,False,
1706,2023-06-26,790.0,SES001706,10,14,Paid,Desktop,False,
1707,2024-03-30,,SES001707,13,59,Paid,Tablet,False,
1708,2023-01-21,1703.0,SES001708,13,3,Direct,Desktop,False,
1709,2023-04-23,,SES001709,15,53,Social,Mobile,False,
1710,2024-04-19,,SES001710,17,36,Social,Tablet,False,
1711,2024-12-04,,SES001711,15,16,Social,Tablet,False,
1712,2024-05-27,,SES001712,16,42,Social,Tablet,False,
1713,2023-04-11,1614.0,SES001713,14,25,Organic,Mobile,False,
1714,2024-08-15,,SES001714,18,31,Direct,Tablet,False,
1715,2024-11-18,,SES001715,10,14,Direct,Tablet,False,
1716,2024-10-31,507.0,SES001716,3,13,Referral,Tablet,False,
1717,2024-02-24,200.0,SES001717,17,32,Direct,Tablet,False,
1718,2023-09-01,1281.0,SES001718,17,42,Direct,Tablet,False,
1719,2023-03-22,277.0,SES001719,13,2,Organic,Tablet,False,
1720,2024-08-05,,SES001720,19,36,Paid,Desktop,False,
1721,2023-02-22,,SES001721,2,9,Paid,Tablet,False,
1722,2024-12-06,1060.0,SES001722,3,49,Social,Desktop,False,
1723,2023-09-19,824.0,SES001723,15,27,Direct,Mobile,False,
1724,2024-01-31,493.0,SES001724,8,58,Organic,Desktop,False,
1725,2023-05-16,,SES001725,9,59,Social,Mobile,False,
1726,2024-11-29,,SES001726,13,41,Social,Mobile,False,
1727,2023-06-19,,SES001727,8,27,Paid,Tablet,False,
1728,2024-11-07,,SES001728,4,19,Organic,Mobile,False,
1729,2024-08-13,,SES001729,13,52,Paid,Tablet,False,
1730,2024-07-24,,SES001730,20,34,Social,Tablet,False,
1731,2023-03-12,,SES001731,4,21,Social,Tablet,False,
1732,2024-03-14,,SES001732,7,4,Social,Tablet,False,
1733,2024-02-15,,SES001733,14,13,Paid,Tablet,False,
1734,2023-12-30,618.0,SES001734,11,59,Direct,Mobile,False,
1735,2024-10-06,,SES001735,4,51,Social,Tablet,False,
1736,2024-09-29,659.0,SES001736,6,21,Referral,Desktop,False,
1737,2024-12-25,,SES001737,6,36,Referral,Desktop,False,
1738,2023-07-09,,SES001738,15,6,Social,Tablet,False,
1739,2024-07-21,680.0,SES001739,5,16,Direct,Tablet,False,
1740,2024-03-05,980.0,SES001740,6,56,Direct,Tablet,False,
1741,2024-08-02,869.0,SES001741,7,57,Referral,Mobile,False,
1742,2024-08-18,1935.0,SES001742,7,2,Organic,Desktop,False,
1743,2024-06-24,,SES001743,19,2,Referral,Desktop,False,
1744,2023-07-14,1358.0,SES001744,18,44,Paid,Tablet,False,
1745,2024-03-07,,SES001745,14,45,Organic,Mobile,False,
1746,2023-10-10,,SES001746,14,24,Direct,Tablet,True,
1747,2023-07-27,967.0,SES001747,7,57,Social,Mobile,False,
1748,2023-09-04,,SES001748,5,1,Social,Desktop,False,
1749,2023-07-17,552.0,SES001749,4,53,Direct,Mobile,False,
1750,2023-08-15,,SES001750,8,21,Referral,Mobile,False,
1751,2023-04-10,,SES001751,6,54,Direct,Tablet,False,
1752,2024-10-11,,SES001752,13,37,Organic,Desktop,False,
1753,2024-05-30,,SES001753,9,30,Direct,Tablet,False,
1754,2023-09-02,883.0,SES001754,18,26,Referral,Mobile,False,
1755,2023-11-01,,SES001755,13,28,Direct,Desktop,False,
1756,2024-01-12,,SES001756,11,3,Organic,Tablet,False,
1757,2024-05-13,,SES001757,18,16,Direct,Tablet,False,
1758,2023-11-11,,SES001758,11,13,Referral,Desktop,False,
1759,2024-04-20,1071.0,SES001759,5,19,Social,Tablet,False,
1760,2023-10-03,709.0,SES001760,5,51,Organic,Mobile,False,
1761,2024-06-29,552.0,SES001761,3,48,Referral,Mobile,True,7766.0
1762,2024-10-07,,SES001762,6,39,Referral,Tablet,False,
1763,2023-09-28,448.0,SES001763,18,54,Direct,Tablet,False,
1764,2023-08-13,,SES001764,12,42,Social,Desktop,False,
1765,2024-07-04,1098.0,SES001765,18,24,Organic,Tablet,False,
1766,2023-12-08,,SES001766,8,53,Referral,Tablet,False,
1767,2024-02-10,,SES001767,12,7,Social,Tablet,True,
1768,2024-08-26,,SES001768,13,57,Social,Mobile,False,
1769,2024-12-27,1358.0,SES001769,19,56,Paid,Desktop,False,
1770,2024-01-05,,SES001770,16,27,Social,Mobile,False,
1771,2024-12-26,810.0,SES001771,4,18,Social,Tablet,False,
1772,2023-04-11,,SES001772,1,58,Paid,Tablet,False,
1773,2024-06-25,1219.0,SES001773,2,32,Organic,Desktop,False,
1774,2023-04-01,1648.0,SES001774,2,32,Paid,Mobile,False,
1775,2023-06-25,1788.0,SES001775,15,28,Social,Mobile,False,
1776,2023-10-24,,SES001776,17,37,Organic,Tablet,False,
1777,2024-03-29,1938.0,SES001777,12,44,Direct,Mobile,False,
1778,2023-04-22,726.0,SES001778,13,51,Referral,Mobile,False,
1779,2023-01-09,1245.0,SES001779,5,16,Social,Desktop,False,
1780,2024-05-16,1673.0,SES001780,1,31,Referral,Tablet,False,
1781,2024-03-21,990.0,SES001781,10,54,Organic,Tablet,False,
1782,2024-05-23,631.0,SES001782,17,53,Organic,Desktop,False,
1783,2024-04-23,991.0,SES001783,17,51,Referral,Desktop,False,
1784,2024-06-30,1170.0,SES001784,9,53,Paid,Desktop,False,
1785,2023-02-07,1450.0,SES001785,3,44,Organic,Desktop,False,
1786,2023-06-23,1128.0,SES001786,19,35,Paid,Tablet,False,
1787,2023-11-22,1584.0,SES001787,8,51,Social,Mobile,False,
1788,2024-01-21,,SES001788,20,25,Social,Tablet,False,
1789,2024-02-09,865.0,SES001789,11,13,Organic,Desktop,False,
1790,2023-09-06,,SES001790,16,30,Direct,Mobile,False,
1791,2024-03-27,530.0,SES001791,12,3,Referral,Tablet,False,
1792,2024-04-23,1904.0,SES001792,4,12,Paid,Mobile,False,
1793,2023-08-18,921.0,SES001793,3,59,Organic,Tablet,False,
1794,2024-01-03,418.0,SES001794,6,10,Social,Mobile,False,
1795,2024-05-06,146.0,SES001795,17,37,Social,Desktop,False,
1796,2024-08-04,1554.0,SES001796,17,38,Social,Tablet,False,
1797,2024-09-24,1494.0,SES001797,8,54,Social,Desktop,False,
1798,2023-12-24,135.0,SES001798,7,17,Organic,Mobile,False,
1799,2024-03-22,,SES001799,3,55,Organic,Tablet,False,
1800,2024-06-23,1265.0,SES001800,6,34,Referral,Desktop,False,
1801,2024-12-03,772.0,SES001801,8,17,Paid,Mobile,False,
1802,2023-09-08,,SES001802,1,12,Organic,Mobile,False,
1803,2024-03-17,,SES001803,4,25,Direct,Tablet,False,
1804,2023-10-10,,SES001804,2,33,Organic,Desktop,False,
1805,2024-03-04,730.0,SES001805,19,31,Paid,Tablet,False,
1806,2023-01-05,1473.0,SES001806,1,51,Paid,Desktop,False,
1807,2023-10-27,1099.0,SES001807,15,46,Direct,Tablet,False,
1808,2024-02-27,1328.0,SES001808,15,57,Paid,Mobile,False,
1809,2023-02-14,462.0,SES001809,6,23,Paid,Tablet,False,
1810,2023-08-09,,SES001810,1,15,Direct,Desktop,False,
1811,2023-06-15,,SES001811,15,19,Direct,Desktop,False,
1812,2023-09-17,1890.0,SES001812,1,56,Paid,Tablet,False,
1813,2023-10-24,,SES001813,10,47,Direct,Mobile,False,
1814,2024-12-26,,SES001814,11,57,Referral,Desktop,False,
1815,2023-06-29,1277.0,SES001815,15,56,Organic,Desktop,False,
1816,2024-12-14,,SES001816,12,23,Referral,Desktop,False,
1817,2023-01-13,,SES001817,7,22,Paid,Desktop,False,
1818,2024-06-19,250.0,SES001818,13,16,Referral,Tablet,False,
1819,2024-04-24,,SES001819,19,18,Referral,Tablet,False,
1820,2024-11-19,,SES001820,10,37,Social,Mobile,False,
1821,2024-08-20,,SES001821,15,50,Organic,Desktop,False,
1822,2023-10-28,1678.0,SES001822,8,42,Paid,Desktop,False,
1823,2023-11-09,802.0,SES001823,12,56,Referral,Tablet,False,
1824,2023-04-21,1512.0,SES001824,1,27,Paid,Tablet,False,
1825,2023-01-28,,SES001825,17,33,Direct,Desktop,False,
1826,2024-10-01,,SES001826,10,55,Referral,Desktop,False,
1827,2023-12-06,772.0,SES001827,19,43,Referral,Mobile,False,
1828,2024-11-09,,SES001828,15,34,Direct,Desktop,False,
1829,2023-02-28,1770.0,SES001829,6,59,Direct,Mobile,False,
1830,2023-07-01,1174.0,SES001830,11,35,Paid,Mobile,False,
1831,2023-07-28,1371.0,SES001831,13,25,Social,Tablet,False,
1832,2023-09-05,429.0,SES001832,17,58,Referral,Mobile,False,
1833,2023-12-08,606.0,SES001833,4,24,Social,Mobile,False,
1834,2023-07-25,,SES001834,2,13,Organic,Tablet,False,
1835,2024-12-11,203.0,SES001835,19,59,Social,Tablet,False,
1836,2023-08-28,654.0,SES001836,10,46,Organic,Desktop,False,
1837,2023-08-15,5.0,SES001837,10,60,Referral,Tablet,False,
1838,2024-04-12,1803.0,SES001838,10,57,Paid,Tablet,False,
1839,2023-08-28,1292.0,SES001839,4,27,Social,Desktop,False,
1840,2024-04-16,,SES001840,17,1,Organic,Desktop,False,
1841,2023-03-09,,SES001841,10,25,Paid,Mobile,False,
1842,2023-02-02,,SES001842,20,24,Referral,Tablet,False,
1843,2024-05-18,1256.0,SES001843,9,46,Paid,Desktop,False,
1844,2024-11-12,537.0,SES001844,4,37,Direct,Mobile,False,
1845,2023-07-16,,SES001845,5,27,Direct,Tablet,False,
1846,2023-03-02,222.0,SES001846,1,9,Social,Desktop,False,
1847,2024-05-17,,SES001847,19,31,Social,Tablet,False,
1848,2023-02-21,,SES001848,6,54,Paid,Mobile,False,
1849,2023-12-27,,SES001849,15,18,Referral,Tablet,False,
1850,2023-05-13,1237.0,SES001850,11,9,Paid,Tablet,False,
1851,2024-10-25,875.0,SES001851,4,17,Referral,Mobile,False,
1852,2024-11-06,,SES001852,15,33,Organic,Mobile,False,
1853,2024-07-23,,SES001853,14,7,Referral,Desktop,False,
1854,2024-11-23,985.0,SES001854,8,9,Paid,Tablet,False,
1855,2023-03-02,1534.0,SES001855,5,19,Organic,Tablet,False,
1856,2024-07-07,,SES001856,1,24,Paid,Desktop,False,
1857,2024-04-08,1274.0,SES001857,4,8,Direct,Desktop,False,
1858,2023-08-11,,SES001858,14,45,Social,Desktop,False,
1859,2024-11-11,719.0,SES001859,16,12,Direct,Tablet,False,
1860,2024-08-03,,SES001860,14,19,Organic,Tablet,False,
1861,2023-06-04,1946.0,SES001861,6,35,Referral,Mobile,False,
1862,2024-01-22,1441.0,SES001862,8,52,Social,Tablet,False,
1863,2023-06-25,1271.0,SES001863,7,59,Direct,Desktop,False,
1864,2024-01-05,1876.0,SES001864,1,14,Paid,Mobile,False,
1865,2023-12-31,1864.0,SES001865,2,3,Referral,Desktop,False,
1866,2024-12-05,,SES001866,9,42,Paid,Desktop,False,
1867,2024-11-03,1686.0,SES001867,10,45,Direct,Tablet,False,
1868,2024-04-28,1333.0,SES001868,15,4,Paid,Mobile,False,
1869,2024-07-28,,SES001869,20,21,Paid,Desktop,False,
1870,2023-12-22,1146.0,SES001870,10,53,Referral,Mobile,False,
1871,2023-01-06,,SES001871,5,57,Organic,Tablet,False,
1872,2024-03-31,,SES001872,7,5,Paid,Desktop,False,
1873,2024-03-19,56.0,SES001873,8,55,Referral,Tablet,False,
1874,2023-09-02,,SES001874,11,15,Organic,Tablet,False,
1875,2023-02-23,,SES001875,11,49,Paid,Mobile,False,
1876,2023-05-25,1023.0,SES001876,14,17,Paid,Mobile,False,
1877,2024-05-09,430.0,SES001877,17,29,Social,Mobile,False,
1878,2024-01-05,,SES001878,19,35,Referral,Mobile,False,
1879,2024-07-03,267.0,SES001879,8,6,Social,Mobile,False,
1880,2023-12-17,349.0,SES001880,2,40,Organic,Tablet,False,
1881,2023-11-15,692.0,SES001881,5,45,Referral,Desktop,True,4733.0
1882,2024-05-04,1495.0,SES001882,6,38,Referral,Mobile,False,
1883,2023-06-15,,SES001883,6,54,Paid,Desktop,False,
1884,2023-05-05,1662.0,SES001884,6,54,Paid,Mobile,False,
1885,2023-10-15,294.0,SES001885,16,31,Social,Mobile,False,
1886,2024-03-16,,SES001886,11,26,Direct,Mobile,False,
1887,2024-05-09,,SES001887,14,22,Direct,Desktop,False,
1888,2024-07-27,917.0,SES001888,6,17,Organic,Desktop,False,
1889,2024-10-17,95.0,SES001889,12,10,Direct,Mobile,False,
1890,2024-02-08,,SES001890,15,42,Organic,Mobile,False,
1891,2023-04-11,1197.0,SES001891,11,22,Paid,Desktop,False,
1892,2024-12-07,340.0,SES001892,14,41,Direct,Mobile,False,
1893,2024-05-07,1033.0,SES001893,4,22,Direct,Mobile,False,
1894,2023-12-03,1239.0,SES001894,17,7,Direct,Mobile,False,
1895,2024-06-08,672.0,SES001895,6,59,Referral,Tablet,True,995.0
1896,2023-12-26,1678.0,SES001896,8,28,Social,Mobile,False,
1897,2023-10-08,,SES001897,20,44,Referral,Mobile,False,
1898,2024-10-02,,SES001898,17,35,Social,Desktop,False,
1899,2024-05-28,569.0,SES001899,7,2,Organic,Tablet,False,
1900,2023-01-30,,SES001900,11,46,Social,Tablet,False,
1901,2024-11-12,,SES001901,16,10,Social,Desktop,False,
1902,2024-09-22,121.0,SES001902,16,52,Organic,Mobile,False,
1903,2024-10-29,,SES001903,10,1,Direct,Mobile,False,
1904,2024-12-05,1191.0,SES001904,17,3,Referral,Tablet,False,
1905,2023-01-07,1002.0,SES001905,11,8,Direct,Desktop,False,
1906,2023-09-18,1431.0,SES001906,4,48,Referral,Desktop,False,
1907,2023-09-15,1388.0,SES001907,12,42,Direct,Tablet,False,
1908,2024-06-27,,SES001908,16,16,Referral,Tablet,False,
1909,2023-06-17,,SES001909,5,17,Referral,Desktop,False,
1910,2024-06-27,1253.0,SES001910,7,43,Social,Mobile,False,
1911,2023-11-27,,SES001911,12,45,Organic,Tablet,False,
1912,2024-12-06,708.0,SES001912,8,52,Organic,Tablet,False,
1913,2024-01-28,1694.0,SES001913,9,59,Direct,Desktop,False,
1914,2023-12-27,,SES001914,8,27,Social,Mobile,False,
1915,2024-05-05,717.0,SES001915,19,1,Direct,Tablet,False,
1916,2023-02-17,1520.0,SES001916,8,55,Paid,Tablet,False,
1917,2023-04-18,,SES001917,4,40,Social,Tablet,False,
1918,2023-10-19,937.0,SES001918,9,12,Organic,Mobile,False,
1919,2024-05-20,,SES001919,10,27,Paid,Desktop,True,
1920,2024-09-22,1707.0,SES001920,4,35,Paid,Desktop,False,
1921,2024-09-08,,SES001921,11,39,Paid,Tablet,False,
1922,2024-03-31,,SES001922,5,13,Paid,Mobile,False,
1923,2023-10-16,1663.0,SES001923,13,50,Organic,Desktop,False,
1924,2024-10-31,509.0,SES001924,10,22,Referral,Mobile,False,
1925,2024-04-18,,SES001925,1,16,Paid,Desktop,False,
1926,2024-08-29,,SES001926,15,43,Direct,Desktop,False,
