response_id,campaign_id,customer_id,response_date,response_type,order_id
1208,5,1746,2024-07-12 00:00:00,Opened,
1209,20,754,2023-06-10 00:00:00,Unsubscribed,
1210,27,1489,2024-04-10 00:00:00,Purchased,692.0
1211,28,295,2024-05-18 00:00:00,Unsubscribed,
1212,22,1121,2023-06-19 00:00:00,Clicked,
1213,12,249,2023-10-20 00:00:00,Clicked,
1214,27,988,2024-05-14 00:00:00,Clicked,
1215,19,83,2024-02-09 00:00:00,Unsubscribed,
1216,27,1606,2024-05-15 00:00:00,Clicked,
1217,11,1327,2024-05-03 00:00:00,Clicked,
1218,7,1290,2024-07-06 00:00:00,Clicked,
1219,1,604,2023-05-26 00:00:00,Opened,
1220,16,1776,2023-12-01 00:00:00,Opened,
1221,1,863,2023-05-25 00:00:00,Opened,
1222,20,101,2023-06-14 00:00:00,Clicked,
1223,27,1663,2024-04-25 00:00:00,Unsubscribed,
1224,29,664,2024-11-24 00:00:00,Clicked,
1225,22,743,2023-07-29 00:00:00,Unsubscribed,
1226,6,573,2024-10-19 00:00:00,Purchased,
1227,9,1864,2023-11-25 00:00:00,Clicked,
1228,27,987,2024-05-25 00:00:00,Purchased,
1229,5,1631,2024-05-22 00:00:00,Purchased,4698.0
1230,18,1054,2024-03-19 00:00:00,Clicked,
1231,15,1809,2024-12-21 00:00:00,Opened,
1232,23,918,2024-02-16 00:00:00,Opened,
1233,14,103,2023-12-08 00:00:00,Purchased,3139.0
1234,1,1278,2023-06-18 00:00:00,Clicked,
1235,2,568,2023-07-21 00:00:00,Opened,
1236,14,463,2024-02-04 00:00:00,Unsubscribed,
1237,25,1922,2023-12-07 00:00:00,Clicked,
1238,1,1848,2023-06-05 00:00:00,Opened,
1239,25,574,2023-12-03 00:00:00,Opened,
1240,4,236,2024-10-20 00:00:00,Purchased,
1241,28,1481,2024-05-15 00:00:00,Opened,
1242,14,154,2024-01-26 00:00:00,Clicked,
1243,13,652,2024-10-13 00:00:00,Opened,
1244,20,1317,2023-06-19 00:00:00,Clicked,
1245,24,1981,2024-09-23 00:00:00,Opened,
1246,8,1920,2023-09-30 00:00:00,Purchased,
1247,23,169,2024-01-05 00:00:00,Clicked,
1248,9,604,2023-12-25 00:00:00,Opened,
1249,10,1512,2024-04-30 00:00:00,Clicked,
1250,7,607,2024-07-31 00:00:00,Unsubscribed,
1251,25,601,2023-11-17 00:00:00,Purchased,
1252,6,1038,2024-09-12 00:00:00,Purchased,
1253,22,1830,2023-08-05 00:00:00,Purchased,2482.0
1254,12,1823,2023-10-25 00:00:00,Unsubscribed,
1255,22,1047,2023-08-02 00:00:00,Clicked,
1256,19,538,2023-12-20 00:00:00,Clicked,
1257,14,982,2023-12-28 00:00:00,Clicked,
1258,22,1190,2023-07-22 00:00:00,Opened,
1259,18,1061,2024-03-19 00:00:00,Unsubscribed,
1260,1,1722,2023-07-03 00:00:00,Unsubscribed,
1261,17,816,2023-11-10 00:00:00,Opened,
1262,11,1795,2024-03-27 00:00:00,Unsubscribed,
1263,14,1617,2024-01-12 00:00:00,Opened,
1264,22,711,2023-08-16 00:00:00,Opened,
1265,16,1300,2023-11-28 00:00:00,Purchased,
1266,15,164,2024-12-29 00:00:00,Unsubscribed,
1267,10,1332,2024-04-22 00:00:00,Opened,
1268,23,870,2024-02-16 00:00:00,Opened,
1269,15,673,2024-12-21 00:00:00,Clicked,
1270,2,265,2023-08-10 00:00:00,Opened,
1271,1,150,2023-06-28 00:00:00,Unsubscribed,
1272,24,1294,2024-08-30 00:00:00,Opened,
1273,24,912,2024-09-16 00:00:00,Purchased,7571.0
1274,9,1647,2023-11-26 00:00:00,Clicked,
1275,20,731,2023-05-17 00:00:00,Opened,
1276,21,1931,2024-07-15 00:00:00,Clicked,
1277,19,1101,2024-01-17 00:00:00,Clicked,
1278,24,187,2024-09-28 00:00:00,Purchased,
1279,4,425,2024-10-08 00:00:00,Opened,
1280,1,303,2023-06-17 00:00:00,Unsubscribed,
1281,13,961,2024-08-31 00:00:00,Purchased,2553.0
1282,23,1231,2024-01-13 00:00:00,Clicked,
1283,25,323,2023-11-18 00:00:00,Clicked,
1284,7,1744,2024-07-11 00:00:00,Opened,
1285,10,1416,2024-05-22 00:00:00,Purchased,3845.0
1286,14,670,2024-01-20 00:00:00,Clicked,
1287,19,1394,2024-01-08 00:00:00,Clicked,
1288,15,591,2024-12-25 00:00:00,Opened,
1289,2,843,2023-08-18 00:00:00,Opened,
1290,27,1487,2024-05-29 00:00:00,Opened,
1291,23,1784,2024-01-22 00:00:00,Unsubscribed,
1292,27,1580,2024-05-21 00:00:00,Purchased,2644.0
1293,25,415,2023-11-28 00:00:00,Purchased,1987.0
1294,18,29,2024-04-28 00:00:00,Unsubscribed,
1295,13,1863,2024-08-24 00:00:00,Opened,
1296,3,1338,2023-05-18 00:00:00,Opened,
1297,7,94,2024-07-08 00:00:00,Unsubscribed,
1298,8,1696,2023-10-10 00:00:00,Unsubscribed,
1299,26,179,2023-10-06 00:00:00,Unsubscribed,
1300,30,1108,2024-10-03 00:00:00,Opened,
1301,19,101,2024-01-22 00:00:00,Opened,
1302,22,1738,2023-06-23 00:00:00,Unsubscribed,
1303,16,879,2023-12-01 00:00:00,Unsubscribed,
1304,3,1563,2023-05-31 00:00:00,Purchased,3334.0
1305,28,638,2024-06-23 00:00:00,Purchased,1015.0
1306,18,1500,2024-03-03 00:00:00,Purchased,1960.0
1307,25,820,2024-01-09 00:00:00,Clicked,
1308,20,969,2023-05-29 00:00:00,Clicked,
1309,8,1398,2023-10-04 00:00:00,Unsubscribed,
1310,2,523,2023-09-03 00:00:00,Clicked,
1311,13,1575,2024-10-14 00:00:00,Unsubscribed,
1312,30,1032,2024-10-13 00:00:00,Opened,
1313,3,1451,2023-05-15 00:00:00,Unsubscribed,
1314,11,69,2024-05-08 00:00:00,Clicked,
1315,18,784,2024-03-28 00:00:00,Opened,
1316,1,1420,2023-07-05 00:00:00,Opened,
1317,23,747,2023-12-22 00:00:00,Unsubscribed,
1318,12,197,2023-10-05 00:00:00,Opened,
1319,6,1162,2024-09-14 00:00:00,Unsubscribed,
1320,11,1979,2024-04-13 00:00:00,Unsubscribed,
1321,6,1150,2024-09-13 00:00:00,Unsubscribed,
1322,7,305,2024-07-17 00:00:00,Opened,
1323,27,346,2024-05-29 00:00:00,Purchased,2065.0
1324,23,1944,2024-01-04 00:00:00,Opened,
1325,11,1043,2024-04-12 00:00:00,Unsubscribed,
1326,24,1597,2024-09-29 00:00:00,Unsubscribed,
1327,2,171,2023-08-17 00:00:00,Clicked,
1328,26,991,2023-08-10 00:00:00,Purchased,389.0
1329,6,1291,2024-09-25 00:00:00,Unsubscribed,
1330,25,941,2023-11-19 00:00:00,Purchased,
1331,5,399,2024-06-02 00:00:00,Opened,
1332,11,1979,2024-05-14 00:00:00,Purchased,3406.0
1333,12,1825,2023-10-17 00:00:00,Purchased,
1334,20,1437,2023-05-11 00:00:00,Opened,
1335,13,337,2024-09-29 00:00:00,Clicked,
1336,11,1222,2024-05-05 00:00:00,Clicked,
1337,24,507,2024-09-02 00:00:00,Purchased,
1338,17,1819,2023-10-18 00:00:00,Purchased,
1339,5,1652,2024-06-29 00:00:00,Unsubscribed,
1340,29,1411,2024-11-20 00:00:00,Clicked,
1341,30,1583,2024-09-27 00:00:00,Unsubscribed,
1342,5,980,2024-06-14 00:00:00,Clicked,
1343,24,388,2024-09-02 00:00:00,Opened,
1344,30,1871,2024-10-06 00:00:00,Opened,
1345,17,1999,2023-10-21 00:00:00,Purchased,
1346,24,176,2024-09-12 00:00:00,Unsubscribed,
1347,11,1781,2024-03-16 00:00:00,Opened,
1348,27,245,2024-04-26 00:00:00,Clicked,
1349,29,1269,2024-12-05 00:00:00,Clicked,
1350,2,293,2023-07-16 00:00:00,Clicked,
1351,18,553,2024-04-02 00:00:00,Purchased,2223.0
1352,15,1115,2024-12-07 00:00:00,Opened,
1353,11,689,2024-05-12 00:00:00,Clicked,
1354,4,672,2024-11-11 00:00:00,Clicked,
1355,7,1721,2024-07-13 00:00:00,Opened,
1356,15,1640,2024-11-12 00:00:00,Purchased,1196.0
1357,3,44,2023-04-19 00:00:00,Purchased,3225.0
1358,23,1788,2023-12-26 00:00:00,Unsubscribed,
1359,22,937,2023-07-01 00:00:00,Clicked,
1360,3,1352,2023-05-12 00:00:00,Purchased,
1361,4,307,2024-10-26 00:00:00,Unsubscribed,
1362,18,606,2024-03-18 00:00:00,Opened,
1363,16,1351,2023-11-30 00:00:00,Opened,
1364,29,1811,2024-11-07 00:00:00,Unsubscribed,
1365,22,296,2023-07-05 00:00:00,Purchased,
1366,15,117,2024-11-16 00:00:00,Purchased,
1367,11,788,2024-03-22 00:00:00,Purchased,94.0
1368,24,337,2024-09-26 00:00:00,Opened,
1369,10,1913,2024-03-25 00:00:00,Unsubscribed,
1370,28,143,2024-06-18 00:00:00,Purchased,
1371,22,519,2023-07-07 00:00:00,Opened,
1372,19,65,2024-01-11 00:00:00,Unsubscribed,
1373,25,919,2023-12-18 00:00:00,Clicked,
1374,12,1706,2023-10-21 00:00:00,Purchased,565.0
1375,11,1396,2024-04-25 00:00:00,Clicked,
1376,14,150,2024-01-25 00:00:00,Purchased,
1377,14,594,2023-12-10 00:00:00,Opened,
1378,28,1528,2024-05-20 00:00:00,Clicked,
1379,22,189,2023-07-12 00:00:00,Unsubscribed,
1380,27,265,2024-06-06 00:00:00,Opened,
1381,4,868,2024-10-20 00:00:00,Unsubscribed,
1382,4,35,2024-11-02 00:00:00,Purchased,
1383,22,1294,2023-07-28 00:00:00,Opened,
1384,5,1102,2024-06-20 00:00:00,Purchased,450.0
1385,8,526,2023-09-10 00:00:00,Clicked,
1386,15,676,2024-12-22 00:00:00,Unsubscribed,
1387,13,793,2024-10-13 00:00:00,Clicked,
1388,4,479,2024-11-26 00:00:00,Clicked,
1389,2,385,2023-08-15 00:00:00,Unsubscribed,
1390,7,1750,2024-07-14 00:00:00,Purchased,4405.0
1391,2,830,2023-07-16 00:00:00,Clicked,
1392,22,436,2023-06-27 00:00:00,Purchased,60.0
1393,8,1105,2023-08-16 00:00:00,Unsubscribed,
1394,27,534,2024-05-16 00:00:00,Opened,
1395,20,147,2023-05-28 00:00:00,Unsubscribed,
1396,30,334,2024-10-18 00:00:00,Unsubscribed,
1397,26,814,2023-09-22 00:00:00,Clicked,
1398,7,1310,2024-08-13 00:00:00,Purchased,
1399,7,124,2024-08-01 00:00:00,Opened,
1400,2,1606,2023-07-13 00:00:00,Unsubscribed,
1401,24,400,2024-10-18 00:00:00,Opened,
1402,30,1568,2024-09-24 00:00:00,Unsubscribed,
1403,23,864,2024-01-14 00:00:00,Opened,
1404,20,654,2023-06-20 00:00:00,Opened,
1405,21,1486,2024-08-19 00:00:00,Purchased,
1406,11,580,2024-04-24 00:00:00,Unsubscribed,
1407,15,1965,2024-11-06 00:00:00,Unsubscribed,
1408,10,498,2024-05-12 00:00:00,Opened,
1409,10,204,2024-03-26 00:00:00,Purchased,2995.0
1410,13,1453,2024-09-29 00:00:00,Purchased,
1411,11,493,2024-04-26 00:00:00,Unsubscribed,
1412,3,1749,2023-04-22 00:00:00,Purchased,433.0
1413,16,476,2023-12-08 00:00:00,Purchased,2294.0
1414,8,865,2023-10-04 00:00:00,Opened,
1415,26,1377,2023-09-22 00:00:00,Clicked,
1416,22,1650,2023-07-10 00:00:00,Unsubscribed,
1417,19,1601,2024-01-03 00:00:00,Opened,
1418,5,15,2024-06-16 00:00:00,Opened,
1419,5,1019,2024-06-12 00:00:00,Unsubscribed,
1420,4,1786,2024-11-08 00:00:00,Purchased,
1421,20,1339,2023-05-21 00:00:00,Opened,
1422,26,770,2023-09-01 00:00:00,Unsubscribed,
1423,11,646,2024-05-05 00:00:00,Opened,
1424,25,1091,2023-11-30 00:00:00,Purchased,3544.0
1425,9,1814,2023-12-19 00:00:00,Unsubscribed,
1426,13,1291,2024-10-01 00:00:00,Opened,
1427,28,164,2024-05-21 00:00:00,Purchased,5266.0
1428,8,1142,2023-08-25 00:00:00,Purchased,1024.0
1429,27,249,2024-04-13 00:00:00,Unsubscribed,
1430,12,248,2023-11-19 00:00:00,Unsubscribed,
1431,3,101,2023-04-28 00:00:00,Opened,
1432,20,1497,2023-06-30 00:00:00,Opened,
1433,20,1208,2023-05-10 00:00:00,Opened,
1434,9,1128,2023-11-22 00:00:00,Purchased,864.0
1435,30,1828,2024-09-26 00:00:00,Clicked,
1436,16,17,2023-12-15 00:00:00,Unsubscribed,
1437,9,1760,2023-12-08 00:00:00,Opened,
1438,20,1623,2023-06-18 00:00:00,Opened,
1439,29,1716,2024-11-27 00:00:00,Opened,
1440,10,1998,2024-04-30 00:00:00,Clicked,
1441,21,1287,2024-08-13 00:00:00,Unsubscribed,
1442,26,1293,2023-09-07 00:00:00,Clicked,
1443,21,1936,2024-07-29 00:00:00,Purchased,
1444,18,1656,2024-04-10 00:00:00,Opened,
1445,25,258,2023-11-26 00:00:00,Unsubscribed,
1446,15,376,2024-11-04 00:00:00,Purchased,
1447,16,506,2024-01-22 00:00:00,Unsubscribed,
1448,1,1095,2023-07-08 00:00:00,Opened,
1449,21,915,2024-06-24 00:00:00,Unsubscribed,
1450,16,1240,2024-01-13 00:00:00,Opened,
1451,21,1259,2024-07-07 00:00:00,Clicked,
1452,16,588,2024-01-15 00:00:00,Purchased,6841.0
1453,28,767,2024-05-16 00:00:00,Unsubscribed,
1454,2,1858,2023-07-30 00:00:00,Unsubscribed,
1455,17,986,2023-12-04 00:00:00,Unsubscribed,
1456,26,173,2023-08-08 00:00:00,Purchased,204.0
1457,15,924,2024-11-14 00:00:00,Opened,
1458,30,1692,2024-09-21 00:00:00,Opened,
1459,9,531,2023-11-12 00:00:00,Opened,
1460,30,1457,2024-10-03 00:00:00,Purchased,
1461,6,34,2024-10-13 00:00:00,Purchased,
1462,27,1069,2024-05-11 00:00:00,Purchased,7155.0
1463,11,1808,2024-03-31 00:00:00,Purchased,
1464,18,548,2024-04-30 00:00:00,Unsubscribed,
1465,12,1040,2023-12-02 00:00:00,Clicked,
1466,12,1143,2023-11-03 00:00:00,Purchased,5020.0
1467,18,628,2024-04-27 00:00:00,Opened,
1468,20,1479,2023-06-10 00:00:00,Unsubscribed,
1469,13,1487,2024-10-10 00:00:00,Opened,
1470,24,1876,2024-09-21 00:00:00,Unsubscribed,
1471,17,335,2023-12-08 00:00:00,Unsubscribed,
1472,22,764,2023-08-07 00:00:00,Clicked,
1473,16,1022,2023-12-12 00:00:00,Unsubscribed,
1474,23,1256,2024-01-25 00:00:00,Opened,
1475,22,1711,2023-08-09 00:00:00,Unsubscribed,
1476,11,1425,2024-05-03 00:00:00,Opened,
1477,3,1681,2023-06-09 00:00:00,Opened,
1478,18,1210,2024-03-12 00:00:00,Clicked,
1479,13,1706,2024-08-20 00:00:00,Unsubscribed,
1480,30,1592,2024-10-14 00:00:00,Purchased,
1481,16,1459,2024-01-18 00:00:00,Purchased,
1482,1,1416,2023-06-24 00:00:00,Purchased,2203.0
1483,25,223,2023-12-22 00:00:00,Purchased,1683.0
1484,29,823,2024-11-19 00:00:00,Unsubscribed,
1485,20,1865,2023-05-08 00:00:00,Opened,
1486,26,515,2023-08-23 00:00:00,Clicked,
1487,14,1309,2024-01-25 00:00:00,Purchased,
1488,10,1742,2024-05-17 00:00:00,Opened,
1489,4,241,2024-11-10 00:00:00,Opened,
1490,9,287,2023-12-30 00:00:00,Unsubscribed,
1491,3,1933,2023-04-17 00:00:00,Opened,
1492,5,1955,2024-06-24 00:00:00,Opened,
1493,24,569,2024-09-25 00:00:00,Purchased,
1494,2,597,2023-07-15 00:00:00,Opened,
1495,7,1447,2024-08-23 00:00:00,Purchased,7742.0
1496,2,131,2023-08-04 00:00:00,Unsubscribed,
1497,13,1172,2024-08-26 00:00:00,Opened,
1498,5,746,2024-06-24 00:00:00,Opened,
1499,2,1251,2023-07-15 00:00:00,Clicked,
1500,21,34,2024-08-20 00:00:00,Clicked,
1501,6,216,2024-09-23 00:00:00,Unsubscribed,
1502,28,1780,2024-05-26 00:00:00,Unsubscribed,
1503,1,94,2023-05-16 00:00:00,Unsubscribed,
1504,28,1449,2024-05-21 00:00:00,Unsubscribed,
1505,7,1883,2024-08-20 00:00:00,Unsubscribed,
1506,1,1325,2023-07-05 00:00:00,Opened,
1507,2,1676,2023-07-21 00:00:00,Purchased,
1508,1,265,2023-06-27 00:00:00,Clicked,
1509,28,971,2024-06-23 00:00:00,Purchased,
1510,1,423,2023-05-16 00:00:00,Clicked,
1511,9,445,2023-12-29 00:00:00,Purchased,2390.0
1512,4,304,2024-11-21 00:00:00,Purchased,
1513,1,656,2023-06-23 00:00:00,Opened,
1514,14,1396,2023-12-23 00:00:00,Unsubscribed,
1515,30,1336,2024-10-07 00:00:00,Opened,
1516,10,415,2024-05-17 00:00:00,Unsubscribed,
1517,30,1966,2024-09-25 00:00:00,Unsubscribed,
1518,30,563,2024-09-13 00:00:00,Opened,
1519,7,1595,2024-08-25 00:00:00,Opened,
1520,25,690,2023-11-30 00:00:00,Purchased,
1521,27,525,2024-05-10 00:00:00,Opened,
1522,17,1013,2023-11-28 00:00:00,Purchased,
1523,5,1590,2024-06-04 00:00:00,Purchased,1014.0
1524,28,1009,2024-05-29 00:00:00,Clicked,
1525,10,1173,2024-05-02 00:00:00,Purchased,
1526,13,720,2024-09-27 00:00:00,Purchased,
1527,26,133,2023-08-23 00:00:00,Clicked,
1528,27,1632,2024-05-18 00:00:00,Purchased,
1529,16,1981,2023-11-26 00:00:00,Purchased,4580.0
1530,23,5,2024-02-04 00:00:00,Clicked,
1531,24,76,2024-09-02 00:00:00,Opened,
1532,28,759,2024-05-28 00:00:00,Purchased,
1533,30,545,2024-09-12 00:00:00,Unsubscribed,
1534,21,1788,2024-07-02 00:00:00,Opened,
1535,6,1126,2024-09-26 00:00:00,Unsubscribed,
1536,2,17,2023-08-26 00:00:00,Purchased,594.0
1537,29,1894,2024-12-04 00:00:00,Purchased,
1538,27,1270,2024-05-21 00:00:00,Unsubscribed,
1539,16,917,2023-12-14 00:00:00,Opened,
1540,14,1280,2024-01-19 00:00:00,Purchased,435.0
1541,1,1097,2023-07-01 00:00:00,Clicked,
1542,30,812,2024-09-19 00:00:00,Purchased,
1543,20,111,2023-06-03 00:00:00,Unsubscribed,
1544,12,505,2023-12-01 00:00:00,Purchased,2551.0
1545,17,1891,2023-10-29 00:00:00,Clicked,
1546,25,61,2023-12-03 00:00:00,Opened,
1547,25,835,2023-12-08 00:00:00,Opened,
1548,23,1971,2024-01-21 00:00:00,Clicked,
1549,1,476,2023-06-17 00:00:00,Purchased,2294.0
1550,1,1267,2023-07-04 00:00:00,Purchased,
1551,3,78,2023-04-25 00:00:00,Unsubscribed,
1552,16,988,2023-12-22 00:00:00,Purchased,
1553,30,1130,2024-10-20 00:00:00,Purchased,
1554,20,1374,2023-05-09 00:00:00,Opened,
1555,5,1868,2024-06-06 00:00:00,Clicked,
1556,1,41,2023-06-13 00:00:00,Unsubscribed,
1557,20,1699,2023-05-31 00:00:00,Opened,
1558,28,1778,2024-05-29 00:00:00,Clicked,
1559,12,483,2023-11-12 00:00:00,Purchased,4069.0
1560,4,1616,2024-11-05 00:00:00,Opened,
1561,4,1005,2024-11-03 00:00:00,Unsubscribed,
1562,13,661,2024-09-14 00:00:00,Unsubscribed,
1563,8,1502,2023-09-04 00:00:00,Opened,
1564,22,1287,2023-06-23 00:00:00,Clicked,
1565,13,1064,2024-10-11 00:00:00,Unsubscribed,
1566,21,280,2024-07-02 00:00:00,Clicked,
1567,10,1203,2024-03-29 00:00:00,Unsubscribed,
1568,25,481,2023-12-12 00:00:00,Purchased,
1569,27,1229,2024-04-26 00:00:00,Unsubscribed,
1570,29,18,2024-11-17 00:00:00,Clicked,
1571,11,484,2024-04-08 00:00:00,Opened,
1572,20,764,2023-06-10 00:00:00,Unsubscribed,
1573,23,747,2024-02-12 00:00:00,Clicked,
1574,14,471,2023-12-26 00:00:00,Purchased,
1575,1,1171,2023-05-20 00:00:00,Clicked,
1576,7,882,2024-08-26 00:00:00,Clicked,
1577,11,1918,2024-03-25 00:00:00,Clicked,
1578,20,760,2023-06-09 00:00:00,Purchased,401.0
1579,23,750,2024-02-07 00:00:00,Unsubscribed,
1580,16,662,2024-01-13 00:00:00,Opened,
1581,21,287,2024-06-28 00:00:00,Unsubscribed,
1582,3,1096,2023-06-06 00:00:00,Purchased,111.0
1583,6,1315,2024-10-09 00:00:00,Unsubscribed,
1584,2,197,2023-09-05 00:00:00,Purchased,262.0
1585,18,1005,2024-05-01 00:00:00,Clicked,
1586,6,1648,2024-09-02 00:00:00,Purchased,
1587,27,953,2024-04-29 00:00:00,Purchased,5681.0
1588,28,468,2024-05-12 00:00:00,Clicked,
1589,24,403,2024-10-13 00:00:00,Clicked,
1590,6,281,2024-09-01 00:00:00,Opened,
1591,9,756,2024-01-04 00:00:00,Clicked,
1592,4,937,2024-12-02 00:00:00,Purchased,
1593,5,496,2024-06-23 00:00:00,Purchased,
1594,20,1818,2023-05-31 00:00:00,Purchased,
1595,20,1112,2023-07-03 00:00:00,Clicked,
1596,19,309,2024-01-20 00:00:00,Clicked,
1597,7,663,2024-06-30 00:00:00,Opened,
1598,27,675,2024-05-20 00:00:00,Clicked,
1599,7,1573,2024-07-31 00:00:00,Unsubscribed,
1600,21,1930,2024-07-04 00:00:00,Purchased,1324.0
1601,17,1257,2023-11-15 00:00:00,Purchased,5220.0
1602,21,885,2024-07-13 00:00:00,Purchased,7281.0
1603,9,606,2023-11-16 00:00:00,Unsubscribed,
1604,4,484,2024-10-29 00:00:00,Opened,
1605,4,227,2024-11-13 00:00:00,Opened,
1606,11,1924,2024-03-20 00:00:00,Clicked,
1607,22,1911,2023-07-12 00:00:00,Purchased,
1608,13,779,2024-08-20 00:00:00,Opened,
1609,12,786,2023-11-25 00:00:00,Purchased,3233.0
1610,14,429,2024-01-19 00:00:00,Opened,
1611,21,1377,2024-06-28 00:00:00,Unsubscribed,
1612,20,1869,2023-05-31 00:00:00,Clicked,
1613,5,912,2024-06-18 00:00:00,Opened,
1614,16,1286,2024-01-22 00:00:00,Unsubscribed,
1615,6,790,2024-09-06 00:00:00,Opened,
1616,15,843,2024-12-22 00:00:00,Opened,
1617,23,1078,2024-01-19 00:00:00,Clicked,
1618,20,294,2023-05-15 00:00:00,Opened,
1619,16,1267,2024-01-20 00:00:00,Clicked,
1620,25,328,2023-12-28 00:00:00,Purchased,
1621,10,1422,2024-04-11 00:00:00,Purchased,57.0
1622,30,465,2024-11-09 00:00:00,Purchased,
1623,29,866,2024-11-08 00:00:00,Clicked,
1624,2,1341,2023-09-01 00:00:00,Purchased,650.0
1625,3,838,2023-06-12 00:00:00,Unsubscribed,
1626,3,505,2023-04-30 00:00:00,Purchased,2551.0
1627,30,548,2024-09-27 00:00:00,Unsubscribed,
1628,26,542,2023-09-25 00:00:00,Clicked,
1629,28,137,2024-06-21 00:00:00,Opened,
1630,19,1613,2024-01-22 00:00:00,Opened,
1631,11,1516,2024-03-28 00:00:00,Unsubscribed,
1632,7,893,2024-07-05 00:00:00,Clicked,
1633,2,1381,2023-08-22 00:00:00,Unsubscribed,
1634,25,761,2023-12-12 00:00:00,Purchased,308.0
1635,25,537,2023-11-17 00:00:00,Opened,
1636,29,929,2024-12-02 00:00:00,Opened,
1637,8,71,2023-09-06 00:00:00,Clicked,
1638,11,1076,2024-04-03 00:00:00,Unsubscribed,
1639,18,72,2024-03-22 00:00:00,Opened,
1640,28,856,2024-05-06 00:00:00,Opened,
1641,11,1286,2024-04-16 00:00:00,Unsubscribed,
1642,23,1964,2024-02-09 00:00:00,Opened,
1643,11,1180,2024-05-13 00:00:00,Opened,
1644,8,1807,2023-09-28 00:00:00,Purchased,
1645,6,904,2024-09-18 00:00:00,Unsubscribed,
1646,9,326,2023-11-21 00:00:00,Purchased,
1647,13,1742,2024-10-16 00:00:00,Unsubscribed,
1648,5,1501,2024-07-09 00:00:00,Opened,
1649,22,36,2023-07-02 00:00:00,Unsubscribed,
1650,2,1614,2023-08-05 00:00:00,Clicked,
1651,15,471,2024-12-14 00:00:00,Opened,
1652,17,242,2023-12-03 00:00:00,Clicked,
1653,14,216,2023-12-23 00:00:00,Unsubscribed,
1654,4,1624,2024-11-10 00:00:00,Unsubscribed,
1655,6,234,2024-10-07 00:00:00,Purchased,
1656,29,589,2024-11-12 00:00:00,Opened,
1657,7,1404,2024-08-20 00:00:00,Opened,
1658,9,1912,2024-01-06 00:00:00,Unsubscribed,
1659,19,1456,2023-12-25 00:00:00,Opened,
1660,28,1712,2024-05-27 00:00:00,Clicked,
1661,30,1373,2024-10-03 00:00:00,Opened,
1662,22,1964,2023-06-28 00:00:00,Unsubscribed,
1663,7,1891,2024-07-11 00:00:00,Opened,
1664,30,1039,2024-09-18 00:00:00,Purchased,
1665,13,1981,2024-09-23 00:00:00,Opened,
1666,28,1588,2024-06-25 00:00:00,Purchased,
1667,23,1839,2024-02-08 00:00:00,Opened,
1668,21,455,2024-07-29 00:00:00,Unsubscribed,
1669,19,1624,2023-12-22 00:00:00,Unsubscribed,
1670,11,1031,2024-04-14 00:00:00,Unsubscribed,
1671,11,1438,2024-03-26 00:00:00,Clicked,
1672,18,1343,2024-04-12 00:00:00,Unsubscribed,
1673,1,1024,2023-07-08 00:00:00,Opened,
1674,13,406,2024-10-07 00:00:00,Opened,
1675,13,1490,2024-08-31 00:00:00,Opened,
1676,1,215,2023-06-25 00:00:00,Unsubscribed,
1677,28,990,2024-06-21 00:00:00,Unsubscribed,
1678,27,1744,2024-05-04 00:00:00,Unsubscribed,
1679,27,1252,2024-04-19 00:00:00,Clicked,
1680,14,1664,2024-01-19 00:00:00,Clicked,
1681,10,22,2024-04-09 00:00:00,Unsubscribed,
1682,19,1882,2024-01-01 00:00:00,Purchased,
1683,27,595,2024-06-05 00:00:00,Opened,
1684,15,1156,2024-12-28 00:00:00,Purchased,
1685,12,253,2023-11-18 00:00:00,Unsubscribed,
1686,6,1889,2024-09-22 00:00:00,Purchased,4102.0
1687,3,985,2023-05-25 00:00:00,Opened,
1688,26,51,2023-09-19 00:00:00,Opened,
1689,5,1472,2024-06-27 00:00:00,Clicked,
1690,10,167,2024-04-15 00:00:00,Unsubscribed,
1691,7,1033,2024-08-21 00:00:00,Opened,
1692,16,782,2024-01-11 00:00:00,Clicked,
1693,23,1518,2024-01-08 00:00:00,Clicked,
1694,6,1411,2024-09-20 00:00:00,Unsubscribed,
1695,14,315,2023-12-09 00:00:00,Opened,
1696,5,919,2024-05-31 00:00:00,Opened,
1697,8,1057,2023-09-09 00:00:00,Purchased,
1698,30,1073,2024-10-21 00:00:00,Purchased,
1699,19,861,2024-02-06 00:00:00,Clicked,
1700,28,1092,2024-05-26 00:00:00,Opened,
1701,15,286,2024-12-17 00:00:00,Opened,
1702,26,1379,2023-10-06 00:00:00,Opened,
1703,6,667,2024-09-27 00:00:00,Opened,
1704,18,313,2024-03-22 00:00:00,Clicked,
1705,11,232,2024-05-13 00:00:00,Opened,
1706,12,1435,2023-11-24 00:00:00,Clicked,
1707,27,75,2024-06-05 00:00:00,Purchased,2300.0
1708,24,313,2024-10-24 00:00:00,Opened,
1709,7,1981,2024-08-06 00:00:00,Purchased,
1710,21,1843,2024-07-10 00:00:00,Clicked,
1711,12,1056,2023-10-07 00:00:00,Purchased,
1712,8,1648,2023-09-28 00:00:00,Clicked,
1713,18,414,2024-03-20 00:00:00,Purchased,
1714,4,888,2024-12-02 00:00:00,Unsubscribed,
1715,29,344,2024-12-04 00:00:00,Clicked,
1716,28,363,2024-06-07 00:00:00,Purchased,
1717,4,1182,2024-11-10 00:00:00,Unsubscribed,
