order_id,customer_id,order_date,ship_date,delivery_date,order_status,payment_method,shipping_cost,discount_amount,tax_amount,total_amount,shipping_address_city,shipping_address_state,shipping_address_country
892,613,2024-07-28 00:00:00,,,Pending,Debit Card,21.53,0.0,136.43,1863.34,Los Angeles,IL,USA
893,790,2023-05-14 00:00:00,2023-05-17 00:00:00,,Shipped,Debit Card,6.59,0.0,341.97,4623.22,Dallas,PA,USA
894,1420,2023-03-13 00:00:00,2023-03-15 00:00:00,2023-03-24 00:00:00,Delivered,Apple Pay,19.55,46.2,36.25,462.75,San Antonio,NY,UK
895,1451,2024-04-17 00:00:00,,,Pending,PayPal,8.44,0.0,262.23,3548.52,Dallas,OH,UK
896,392,2024-10-12 00:00:00,2024-10-13 00:00:00,2024-10-20 00:00:00,Delivered,Apple Pay,22.2,0.0,476.78,6458.78,San Antonio,NC,USA
897,1063,2024-05-22 00:00:00,2024-05-25 00:00:00,2024-06-02 00:00:00,Delivered,Bank Transfer,12.24,45.2,130.26,1725.54,Chicago,NC,USA
898,1744,2023-11-11 00:00:00,2023-11-14 00:00:00,2023-11-16 00:00:00,Delivered,Google Pay,21.7,0.0,54.45,756.83,Chicago,NC,Canada
899,97,2023-08-20 00:00:00,2023-08-23 00:00:00,2023-08-25 00:00:00,Delivered,Apple Pay,17.81,23.55,107.22,1441.68,San Jose,MI,USA
900,1969,2023-02-21 00:00:00,2023-02-24 00:00:00,2023-02-26 00:00:00,Delivered,Bank Transfer,16.35,3.29,460.63,6231.57,New York,GA,Germany
901,726,2024-05-09 00:00:00,2024-05-11 00:00:00,2024-05-19 00:00:00,Delivered,Apple Pay,7.55,0.0,424.76,5741.81,Chicago,MI,USA
902,783,2024-12-12 00:00:00,2024-12-13 00:00:00,2024-12-20 00:00:00,Delivered,Apple Pay,10.23,1.65,203.97,2762.23,San Antonio,PA,USA
903,1602,2024-09-05 00:00:00,2024-09-06 00:00:00,2024-09-09 00:00:00,Delivered,Credit Card,19.36,41.51,520.26,7001.38,Dallas,MI,Canada
904,1869,2023-04-13 00:00:00,2023-04-14 00:00:00,,Shipped,Apple Pay,14.34,35.54,414.52,5574.78,Philadelphia,CA,Australia
905,378,2023-07-06 00:00:00,2023-07-08 00:00:00,,Shipped,PayPal,23.23,48.0,215.7,2887.23,New York,MI,USA
906,863,2024-08-08 00:00:00,2024-08-09 00:00:00,2024-08-12 00:00:00,Delivered,Debit Card,15.43,30.52,127.22,1702.38,New York,NC,USA
907,446,2023-12-04 00:00:00,,,Cancelled,Debit Card,24.7,40.06,542.96,7314.62,San Antonio,OH,USA
908,324,2024-08-12 00:00:00,,,Cancelled,Bank Transfer,17.75,0.0,453.44,6139.22,Chicago,FL,USA
909,1561,2023-11-27 00:00:00,2023-11-30 00:00:00,,Shipped,Apple Pay,13.31,0.0,71.64,980.44,Phoenix,FL,Canada
910,1633,2023-03-26 00:00:00,2023-03-27 00:00:00,,Shipped,Apple Pay,22.26,8.44,345.51,4678.24,Chicago,CA,Canada
911,1576,2023-06-17 00:00:00,2023-06-19 00:00:00,2023-06-24 00:00:00,Delivered,Debit Card,13.05,35.99,533.14,7174.43,San Antonio,PA,Canada
912,1240,2024-07-30 00:00:00,2024-08-02 00:00:00,2024-08-04 00:00:00,Delivered,Apple Pay,19.06,0.0,124.58,1700.84,Philadelphia,PA,UK
913,616,2024-04-09 00:00:00,2024-04-10 00:00:00,,Shipped,PayPal,22.29,0.0,222.08,3020.38,Houston,OH,USA
914,299,2024-04-07 00:00:00,,,Cancelled,Bank Transfer,14.78,0.0,265.95,3605.06,Los Angeles,NC,USA
915,666,2023-11-22 00:00:00,2023-11-25 00:00:00,2023-11-27 00:00:00,Delivered,Credit Card,19.29,32.06,70.68,941.41,San Diego,CA,USA
916,821,2024-09-26 00:00:00,,,Pending,Bank Transfer,16.97,0.0,222.34,3018.54,Phoenix,PA,USA
917,126,2024-03-19 00:00:00,,,Pending,PayPal,24.01,0.0,248.8,3382.84,Phoenix,PA,USA
918,1938,2024-08-07 00:00:00,2024-08-10 00:00:00,2024-08-15 00:00:00,Delivered,Google Pay,11.12,28.73,162.9,2181.55,San Antonio,OH,Germany
919,40,2023-10-11 00:00:00,2023-10-12 00:00:00,,Shipped,Debit Card,19.79,0.0,114.64,1567.46,Houston,CA,USA
920,1621,2024-12-06 00:00:00,2024-12-07 00:00:00,,Shipped,Debit Card,15.27,0.0,173.64,2359.44,Houston,NY,Canada
921,685,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-04-23 00:00:00,Delivered,Apple Pay,6.97,0.98,589.8,7968.24,New York,TX,USA
922,477,2023-10-11 00:00:00,2023-10-12 00:00:00,,Shipped,Debit Card,17.58,0.0,98.33,1345.03,San Diego,OH,USA
923,104,2023-07-05 00:00:00,2023-07-07 00:00:00,2023-07-13 00:00:00,Delivered,Apple Pay,7.03,14.66,161.7,2175.26,Philadelphia,PA,USA
924,1912,2023-09-17 00:00:00,2023-09-20 00:00:00,2023-09-30 00:00:00,Delivered,Apple Pay,12.49,0.0,124.58,1694.38,New York,TX,Germany
925,323,2023-02-26 00:00:00,2023-02-27 00:00:00,2023-03-06 00:00:00,Delivered,Apple Pay,5.9,0.0,207.38,2805.51,San Diego,FL,USA
926,99,2023-05-09 00:00:00,2023-05-10 00:00:00,2023-05-17 00:00:00,Delivered,PayPal,6.92,35.44,57.43,746.75,San Antonio,MI,USA
927,1940,2024-01-01 00:00:00,2024-01-04 00:00:00,,Shipped,PayPal,22.18,29.39,50.27,671.46,San Jose,NC,Germany
928,1299,2024-12-16 00:00:00,2024-12-18 00:00:00,2024-12-22 00:00:00,Delivered,Bank Transfer,8.05,0.0,386.03,5219.51,Houston,FL,UK
929,1383,2023-11-03 00:00:00,2023-11-05 00:00:00,,Shipped,PayPal,11.11,31.03,318.04,4273.65,Houston,CA,UK
930,1666,2024-01-17 00:00:00,2024-01-18 00:00:00,2024-01-25 00:00:00,Delivered,Credit Card,9.65,0.0,119.88,1627.99,Philadelphia,NY,Canada
931,1928,2024-05-12 00:00:00,,,Cancelled,Bank Transfer,6.51,12.47,147.18,1980.99,San Jose,TX,Germany
932,1995,2023-12-20 00:00:00,2023-12-22 00:00:00,2023-12-27 00:00:00,Delivered,PayPal,19.58,0.0,219.46,2982.27,Los Angeles,TX,Germany
933,1908,2023-03-12 00:00:00,,,Pending,PayPal,7.2,0.0,465.63,6293.24,San Diego,OH,Germany
934,734,2024-05-23 00:00:00,2024-05-25 00:00:00,2024-06-02 00:00:00,Delivered,Bank Transfer,20.95,25.75,469.47,6333.06,Dallas,NC,USA
935,270,2023-10-12 00:00:00,2023-10-13 00:00:00,,Shipped,Credit Card,5.35,0.0,247.76,3350.08,Dallas,IL,USA
936,1526,2024-02-25 00:00:00,2024-02-26 00:00:00,2024-03-07 00:00:00,Delivered,Bank Transfer,18.14,0.0,315.44,4276.62,New York,PA,Canada
937,886,2023-09-01 00:00:00,2023-09-02 00:00:00,,Shipped,Apple Pay,5.19,0.0,7.94,112.4,Chicago,GA,USA
938,893,2023-03-16 00:00:00,2023-03-17 00:00:00,,Shipped,Bank Transfer,10.78,30.36,346.06,4652.19,Houston,FL,USA
939,790,2024-05-27 00:00:00,2024-05-30 00:00:00,,Shipped,Apple Pay,18.04,0.0,81.84,1122.93,Dallas,PA,USA
940,1797,2023-03-21 00:00:00,2023-03-22 00:00:00,2023-03-27 00:00:00,Delivered,Google Pay,18.85,0.0,306.93,4162.44,San Antonio,IL,Australia
941,87,2024-08-30 00:00:00,2024-08-31 00:00:00,2024-09-02 00:00:00,Delivered,Bank Transfer,6.57,37.72,36.79,465.52,Chicago,MI,USA
942,197,2023-02-21 00:00:00,2023-02-24 00:00:00,2023-02-28 00:00:00,Delivered,Google Pay,14.71,0.0,192.32,2611.09,Dallas,NC,USA
943,1142,2023-04-11 00:00:00,,,Cancelled,Apple Pay,16.88,39.96,101.84,1351.78,San Antonio,FL,USA
944,1345,2023-04-28 00:00:00,2023-04-29 00:00:00,,Shipped,Apple Pay,16.1,48.34,155.18,2062.71,Phoenix,GA,UK
945,1450,2024-07-02 00:00:00,2024-07-03 00:00:00,,Shipped,Apple Pay,15.55,0.0,72.95,1000.38,Dallas,FL,UK
946,1907,2024-09-02 00:00:00,2024-09-04 00:00:00,2024-09-06 00:00:00,Delivered,Apple Pay,18.22,0.0,78.99,1084.55,Dallas,PA,Germany
947,1554,2024-07-24 00:00:00,,,Cancelled,Debit Card,20.17,0.0,368.86,4999.79,Phoenix,CA,Canada
948,1074,2023-02-05 00:00:00,2023-02-07 00:00:00,2023-02-11 00:00:00,Delivered,Bank Transfer,19.29,0.09,260.22,3532.17,New York,MI,USA
949,1135,2023-04-25 00:00:00,2023-04-27 00:00:00,2023-05-01 00:00:00,Delivered,PayPal,17.65,0.0,217.22,2950.1,Phoenix,NY,USA
950,861,2023-10-17 00:00:00,2023-10-19 00:00:00,2023-10-29 00:00:00,Delivered,Credit Card,9.47,0.0,327.55,4431.4,Chicago,GA,USA
951,1965,2024-06-30 00:00:00,2024-07-01 00:00:00,2024-07-09 00:00:00,Delivered,Google Pay,17.07,0.0,288.23,3908.13,New York,NC,Germany
952,1557,2024-09-04 00:00:00,2024-09-05 00:00:00,,Shipped,PayPal,17.83,0.0,106.34,1453.48,Chicago,OH,Canada
953,1245,2024-07-15 00:00:00,2024-07-17 00:00:00,2024-07-26 00:00:00,Delivered,Google Pay,22.83,24.04,136.21,1837.59,San Antonio,NY,UK
954,73,2024-03-21 00:00:00,2024-03-24 00:00:00,,Shipped,PayPal,15.3,0.0,23.89,337.83,Chicago,NC,USA
955,141,2024-07-28 00:00:00,2024-07-30 00:00:00,,Shipped,Apple Pay,22.86,15.22,300.06,4058.47,Chicago,PA,USA
956,94,2023-12-26 00:00:00,2023-12-28 00:00:00,,Shipped,Credit Card,9.14,0.0,494.47,6684.47,Philadelphia,IL,USA
957,1032,2023-02-19 00:00:00,,,Pending,Credit Card,9.19,0.0,125.3,1700.75,New York,PA,USA
958,1475,2023-02-03 00:00:00,2023-02-05 00:00:00,2023-02-15 00:00:00,Delivered,PayPal,21.7,0.0,514.17,6962.94,Los Angeles,PA,UK
959,1554,2023-08-08 00:00:00,2023-08-10 00:00:00,2023-08-19 00:00:00,Delivered,Credit Card,14.64,33.85,155.2,2075.96,Phoenix,CA,Canada
960,776,2024-05-22 00:00:00,,,Cancelled,Debit Card,14.62,0.0,36.16,502.81,Los Angeles,TX,USA
961,1720,2024-03-01 00:00:00,2024-03-03 00:00:00,2024-03-09 00:00:00,Delivered,Credit Card,15.95,0.0,545.39,7378.69,San Diego,IL,Canada
962,1746,2023-04-16 00:00:00,2023-04-18 00:00:00,2023-04-20 00:00:00,Delivered,PayPal,7.77,0.0,3.97,61.39,New York,NY,Canada
963,691,2023-11-25 00:00:00,2023-11-28 00:00:00,2023-11-30 00:00:00,Delivered,Google Pay,24.94,49.63,120.3,1599.41,Philadelphia,CA,USA
964,1525,2023-02-07 00:00:00,,,Cancelled,Apple Pay,21.86,0.0,3.75,72.46,San Antonio,CA,Canada
965,823,2024-10-08 00:00:00,,,Pending,Debit Card,9.74,0.0,150.12,2036.34,Los Angeles,NC,USA
966,635,2024-01-22 00:00:00,2024-01-24 00:00:00,2024-01-29 00:00:00,Delivered,PayPal,5.26,0.0,25.39,348.08,Los Angeles,GA,USA
967,510,2024-06-22 00:00:00,2024-06-25 00:00:00,2024-06-27 00:00:00,Delivered,PayPal,5.55,0.0,228.88,3095.4,Phoenix,GA,USA
968,458,2023-11-17 00:00:00,2023-11-20 00:00:00,2023-11-26 00:00:00,Delivered,Bank Transfer,17.37,0.89,184.9,2512.58,New York,NC,USA
969,1995,2023-10-12 00:00:00,2023-10-14 00:00:00,2023-10-22 00:00:00,Delivered,Debit Card,11.28,37.73,74.8,983.34,Los Angeles,TX,Germany
970,1049,2024-09-26 00:00:00,,,Pending,Google Pay,18.86,0.0,52.44,726.79,Phoenix,NY,USA
971,1241,2024-01-22 00:00:00,2024-01-23 00:00:00,2024-01-30 00:00:00,Delivered,Bank Transfer,8.1,0.0,96.93,1316.67,New York,NC,UK
972,828,2023-02-27 00:00:00,2023-02-28 00:00:00,2023-03-04 00:00:00,Delivered,PayPal,10.0,44.83,27.41,335.25,San Jose,CA,USA
973,80,2024-01-17 00:00:00,2024-01-20 00:00:00,,Shipped,Credit Card,14.36,0.0,74.96,1026.38,San Jose,OH,USA
974,378,2024-01-04 00:00:00,2024-01-07 00:00:00,2024-01-14 00:00:00,Delivered,PayPal,15.37,0.0,390.92,5292.81,New York,MI,USA
975,210,2024-06-12 00:00:00,2024-06-15 00:00:00,2024-06-17 00:00:00,Delivered,Apple Pay,11.74,0.0,7.87,117.99,San Antonio,MI,USA
976,89,2024-12-27 00:00:00,,,Cancelled,Debit Card,21.02,0.0,199.62,2715.87,San Jose,CA,USA
977,1187,2023-05-11 00:00:00,,,Pending,Bank Transfer,15.54,13.77,309.62,4181.58,Phoenix,IL,USA
978,1258,2023-02-04 00:00:00,,,Cancelled,Debit Card,12.63,4.14,27.57,380.7,Houston,TX,UK
979,971,2024-02-05 00:00:00,2024-02-08 00:00:00,,Shipped,PayPal,21.21,0.0,547.91,7417.94,Houston,IL,USA
980,621,2023-11-07 00:00:00,2023-11-08 00:00:00,2023-11-12 00:00:00,Delivered,Bank Transfer,8.2,0.0,401.53,5428.89,Chicago,PA,USA
981,1138,2023-06-02 00:00:00,2023-06-05 00:00:00,2023-06-15 00:00:00,Delivered,Apple Pay,21.73,3.52,282.95,3838.04,Philadelphia,NC,USA
982,481,2024-04-18 00:00:00,2024-04-20 00:00:00,2024-04-27 00:00:00,Delivered,Credit Card,5.83,0.0,133.72,1811.05,Los Angeles,CA,USA
983,1871,2024-06-29 00:00:00,2024-07-02 00:00:00,2024-07-06 00:00:00,Delivered,Google Pay,12.61,0.0,311.93,4223.68,San Diego,CA,Australia
984,1664,2023-05-05 00:00:00,2023-05-06 00:00:00,2023-05-11 00:00:00,Delivered,Apple Pay,18.39,0.0,70.08,964.47,Los Angeles,FL,Canada
985,175,2023-01-26 00:00:00,2023-01-28 00:00:00,2023-01-31 00:00:00,Delivered,Bank Transfer,22.47,0.0,114.59,1569.49,Dallas,CA,USA
986,255,2023-04-15 00:00:00,2023-04-18 00:00:00,2023-04-25 00:00:00,Delivered,Bank Transfer,21.94,0.0,147.11,2007.98,San Diego,FL,USA
987,1386,2024-09-05 00:00:00,2024-09-07 00:00:00,2024-09-16 00:00:00,Delivered,Debit Card,13.18,0.0,90.42,1233.87,Los Angeles,CA,UK
988,593,2023-03-06 00:00:00,2023-03-07 00:00:00,2023-03-13 00:00:00,Delivered,Google Pay,6.57,37.78,199.63,2663.85,Chicago,NC,USA
989,213,2023-04-24 00:00:00,,,Cancelled,PayPal,17.67,0.0,26.41,374.26,San Antonio,IL,USA
990,1888,2023-03-29 00:00:00,2023-03-30 00:00:00,2023-04-06 00:00:00,Delivered,Google Pay,17.72,0.0,242.86,3296.38,New York,IL,Australia
991,1370,2023-01-03 00:00:00,2023-01-05 00:00:00,2023-01-14 00:00:00,Delivered,Credit Card,5.77,0.0,77.7,1054.72,San Antonio,GA,UK
992,1173,2023-10-09 00:00:00,2023-10-11 00:00:00,2023-10-20 00:00:00,Delivered,Google Pay,7.0,0.0,106.77,1448.41,Dallas,OH,USA
993,940,2024-06-23 00:00:00,2024-06-24 00:00:00,2024-06-26 00:00:00,Delivered,Apple Pay,8.96,40.36,218.4,2917.0,Phoenix,TX,USA
994,557,2023-11-19 00:00:00,,,Pending,Apple Pay,7.5,0.0,77.62,1055.31,San Diego,NC,USA
995,672,2024-11-08 00:00:00,,,Pending,Apple Pay,16.99,0.0,54.48,752.45,Chicago,CA,USA
996,1487,2023-10-02 00:00:00,2023-10-03 00:00:00,2023-10-08 00:00:00,Delivered,PayPal,22.16,0.0,17.44,257.62,Dallas,NC,UK
997,529,2024-09-25 00:00:00,,,Cancelled,Debit Card,14.0,0.0,301.21,4080.36,Los Angeles,MI,USA
998,506,2024-09-15 00:00:00,2024-09-18 00:00:00,2024-09-23 00:00:00,Delivered,Google Pay,12.86,0.0,263.49,3570.03,Dallas,NC,USA
999,592,2023-04-02 00:00:00,2023-04-05 00:00:00,2023-04-13 00:00:00,Delivered,Credit Card,24.27,41.67,709.77,9564.5,San Diego,CA,USA
1000,460,2023-06-21 00:00:00,2023-06-23 00:00:00,,Shipped,Bank Transfer,12.01,0.0,96.53,1315.11,Philadelphia,PA,USA
1001,1323,2024-07-23 00:00:00,2024-07-25 00:00:00,2024-08-03 00:00:00,Delivered,Credit Card,23.51,0.0,120.3,1647.55,San Antonio,NC,UK
1002,1404,2023-02-07 00:00:00,2023-02-08 00:00:00,2023-02-18 00:00:00,Delivered,PayPal,17.05,0.0,86.33,1182.48,Los Angeles,CA,UK
1003,834,2023-04-07 00:00:00,2023-04-09 00:00:00,2023-04-14 00:00:00,Delivered,PayPal,12.92,0.0,433.15,5860.49,Philadelphia,IL,USA
1004,44,2023-03-04 00:00:00,2023-03-06 00:00:00,2023-03-12 00:00:00,Delivered,Google Pay,24.01,0.0,483.82,6555.63,Houston,FL,USA
1005,616,2024-07-28 00:00:00,2024-07-31 00:00:00,,Shipped,Google Pay,17.72,0.0,71.17,978.56,Houston,OH,USA
1006,557,2024-06-04 00:00:00,2024-06-07 00:00:00,2024-06-10 00:00:00,Delivered,Debit Card,14.35,0.0,30.08,420.37,San Diego,NC,USA
1007,831,2023-04-20 00:00:00,2023-04-21 00:00:00,2023-04-30 00:00:00,Delivered,Apple Pay,20.96,3.59,68.32,939.72,Dallas,PA,USA
1008,1945,2023-08-16 00:00:00,,,Pending,Google Pay,11.26,0.0,55.87,765.53,Phoenix,MI,Germany
1009,405,2023-07-26 00:00:00,2023-07-28 00:00:00,2023-08-07 00:00:00,Delivered,Credit Card,7.07,0.0,221.69,2999.92,San Jose,NC,USA
1010,906,2023-04-20 00:00:00,2023-04-21 00:00:00,,Shipped,Credit Card,24.85,1.18,198.47,2703.07,Phoenix,OH,USA
1011,549,2023-10-21 00:00:00,2023-10-22 00:00:00,2023-10-29 00:00:00,Delivered,Apple Pay,11.68,0.0,80.56,1099.29,Phoenix,NC,USA
1012,573,2023-08-21 00:00:00,2023-08-22 00:00:00,2023-09-01 00:00:00,Delivered,Apple Pay,11.06,0.0,547.72,7405.26,San Diego,OH,USA
1013,1437,2023-12-17 00:00:00,2023-12-18 00:00:00,,Shipped,Apple Pay,9.58,0.0,504.24,6816.85,Philadelphia,IL,UK
1014,1590,2024-11-27 00:00:00,2024-11-28 00:00:00,2024-12-03 00:00:00,Delivered,Credit Card,12.2,0.0,158.13,2146.9,Phoenix,IL,Canada
1015,638,2024-09-24 00:00:00,2024-09-26 00:00:00,2024-10-04 00:00:00,Delivered,Credit Card,24.6,19.3,196.24,2654.55,Los Angeles,NY,USA
1016,1961,2024-09-20 00:00:00,,,Pending,Credit Card,17.95,0.0,49.19,682.01,New York,IL,Germany
1017,931,2023-08-10 00:00:00,2023-08-12 00:00:00,2023-08-16 00:00:00,Delivered,Bank Transfer,10.46,0.0,356.32,4820.81,New York,OH,USA
1018,312,2023-07-20 00:00:00,,,Cancelled,Apple Pay,21.45,0.0,67.23,929.04,Dallas,CA,USA
1019,1757,2023-12-04 00:00:00,2023-12-07 00:00:00,2023-12-11 00:00:00,Delivered,Apple Pay,22.32,0.0,252.92,3436.71,Chicago,OH,Australia
1020,1134,2024-04-09 00:00:00,2024-04-11 00:00:00,2024-04-14 00:00:00,Delivered,PayPal,24.82,0.0,26.88,387.73,San Diego,GA,USA
1021,1181,2023-07-25 00:00:00,2023-07-27 00:00:00,2023-08-04 00:00:00,Delivered,PayPal,13.81,0.29,11.05,162.69,Houston,NY,USA
1022,1146,2024-10-18 00:00:00,2024-10-20 00:00:00,2024-10-25 00:00:00,Delivered,Debit Card,21.5,0.0,162.25,2211.88,Houston,MI,USA
1023,243,2023-05-05 00:00:00,2023-05-06 00:00:00,,Shipped,Google Pay,11.78,0.0,107.59,1464.19,Dallas,GA,USA
1024,1142,2024-09-19 00:00:00,2024-09-21 00:00:00,2024-09-27 00:00:00,Delivered,Google Pay,12.86,0.0,179.03,2429.81,San Antonio,FL,USA
1025,1096,2024-12-11 00:00:00,,,Pending,Bank Transfer,5.31,0.0,110.0,1490.29,Phoenix,PA,USA
1026,1287,2024-10-23 00:00:00,2024-10-25 00:00:00,,Shipped,Debit Card,14.72,0.0,175.36,2382.13,Chicago,CA,UK
1027,1228,2023-09-01 00:00:00,2023-09-04 00:00:00,2023-09-08 00:00:00,Delivered,Credit Card,14.51,0.0,248.95,3375.32,San Jose,OH,UK
1028,1484,2024-07-07 00:00:00,2024-07-09 00:00:00,,Shipped,Debit Card,24.08,0.0,59.75,830.73,San Diego,PA,UK
1029,742,2023-11-26 00:00:00,2023-11-29 00:00:00,2023-12-01 00:00:00,Delivered,Debit Card,11.59,0.0,250.25,3389.92,New York,PA,USA
1030,798,2023-02-24 00:00:00,2023-02-25 00:00:00,2023-02-28 00:00:00,Delivered,Credit Card,20.68,0.0,37.59,528.19,Dallas,TX,USA
1031,1367,2023-02-26 00:00:00,2023-02-28 00:00:00,2023-03-08 00:00:00,Delivered,Debit Card,6.48,29.27,157.79,2107.37,San Jose,TX,UK
1032,1151,2023-09-22 00:00:00,2023-09-25 00:00:00,2023-10-05 00:00:00,Delivered,Debit Card,6.64,0.0,181.77,2460.52,San Jose,OH,USA
1033,3,2023-02-18 00:00:00,,,Cancelled,Debit Card,15.24,0.0,505.21,6835.59,Phoenix,FL,USA
1034,1088,2023-11-07 00:00:00,2023-11-10 00:00:00,,Shipped,Bank Transfer,17.49,0.0,345.16,4677.16,Houston,FL,USA
1035,1946,2024-12-26 00:00:00,,,Cancelled,Debit Card,22.05,0.0,120.74,1652.04,Philadelphia,NC,Germany
1036,1381,2023-08-12 00:00:00,2023-08-13 00:00:00,2023-08-19 00:00:00,Delivered,Apple Pay,18.31,0.0,99.84,1366.1,New York,MI,UK
1037,1385,2024-04-22 00:00:00,2024-04-25 00:00:00,2024-05-03 00:00:00,Delivered,PayPal,22.12,0.0,19.56,286.21,Chicago,OH,UK
1038,1485,2024-03-05 00:00:00,2024-03-08 00:00:00,2024-03-12 00:00:00,Delivered,Google Pay,7.53,49.57,119.02,1564.79,San Jose,CA,UK
1039,279,2023-05-24 00:00:00,2023-05-26 00:00:00,2023-05-31 00:00:00,Delivered,Apple Pay,20.01,0.0,288.49,3914.67,San Antonio,FL,USA
1040,1684,2023-10-22 00:00:00,2023-10-24 00:00:00,2023-11-01 00:00:00,Delivered,Bank Transfer,6.26,0.0,141.33,1914.2,New York,PA,Canada
1041,458,2023-01-30 00:00:00,2023-01-31 00:00:00,2023-02-08 00:00:00,Delivered,Google Pay,10.24,31.39,94.32,1252.17,New York,NC,USA
1042,489,2024-03-09 00:00:00,,,Cancelled,Google Pay,8.79,0.0,95.11,1292.81,Los Angeles,TX,USA
1043,1211,2023-03-09 00:00:00,2023-03-11 00:00:00,,Shipped,Debit Card,13.69,12.19,396.01,5347.63,Phoenix,OH,UK
1044,1601,2024-08-14 00:00:00,2024-08-17 00:00:00,2024-08-22 00:00:00,Delivered,Debit Card,18.17,0.0,269.08,3650.8,San Jose,FL,Canada
1045,1615,2024-06-30 00:00:00,2024-07-03 00:00:00,2024-07-11 00:00:00,Delivered,Debit Card,21.1,0.0,124.52,1702.17,Philadelphia,NY,Canada
1046,780,2024-09-08 00:00:00,2024-09-10 00:00:00,2024-09-16 00:00:00,Delivered,PayPal,17.1,0.0,290.78,3942.6,Dallas,FL,USA
1047,1732,2023-06-19 00:00:00,2023-06-21 00:00:00,2023-06-25 00:00:00,Delivered,PayPal,23.14,0.0,147.98,2020.9,Dallas,OH,Canada
1048,529,2023-11-05 00:00:00,,,Cancelled,Bank Transfer,10.57,0.0,50.19,688.1,Los Angeles,MI,USA
1049,1290,2024-03-15 00:00:00,,,Cancelled,Credit Card,13.7,48.6,151.14,2005.5,Los Angeles,MI,UK
1050,153,2023-11-13 00:00:00,2023-11-14 00:00:00,2023-11-16 00:00:00,Delivered,Credit Card,13.52,35.38,32.39,415.44,New York,PA,USA
1051,657,2024-07-29 00:00:00,,,Pending,PayPal,14.58,0.0,595.68,8056.26,Houston,CA,USA
1052,1439,2023-12-23 00:00:00,2023-12-26 00:00:00,2024-01-03 00:00:00,Delivered,Apple Pay,18.97,24.07,611.31,8247.55,Dallas,IL,UK
1053,1903,2024-09-16 00:00:00,2024-09-17 00:00:00,2024-09-24 00:00:00,Delivered,Credit Card,16.54,0.0,165.84,2255.4,Chicago,FL,Germany
1054,1461,2023-09-30 00:00:00,2023-10-01 00:00:00,,Shipped,Bank Transfer,14.36,8.93,113.37,1535.9,Phoenix,IL,UK
1055,1980,2024-02-11 00:00:00,2024-02-14 00:00:00,,Shipped,PayPal,5.45,16.2,474.16,6390.42,Chicago,MI,Germany
1056,149,2024-07-02 00:00:00,2024-07-03 00:00:00,2024-07-10 00:00:00,Delivered,Google Pay,11.89,0.0,359.35,4863.06,Philadelphia,GA,USA
1057,1949,2024-05-16 00:00:00,,,Pending,Google Pay,20.39,0.0,632.05,8553.12,Los Angeles,OH,Germany
1058,401,2024-09-08 00:00:00,2024-09-10 00:00:00,,Shipped,PayPal,22.05,0.0,18.2,267.74,Dallas,NC,USA
1059,139,2024-07-31 00:00:00,2024-08-02 00:00:00,2024-08-11 00:00:00,Delivered,Bank Transfer,10.39,3.22,172.53,2336.31,Phoenix,CA,USA
1060,444,2024-02-05 00:00:00,,,Pending,Apple Pay,5.24,0.0,237.81,3215.67,Phoenix,GA,USA
1061,304,2023-12-30 00:00:00,2024-01-02 00:00:00,,Shipped,Credit Card,14.26,0.0,91.94,1255.5,Chicago,FL,USA
1062,329,2024-01-09 00:00:00,,,Cancelled,Debit Card,10.83,0.0,76.99,1050.2,Philadelphia,GA,USA
1063,426,2023-02-01 00:00:00,2023-02-04 00:00:00,2023-02-06 00:00:00,Delivered,Credit Card,12.23,0.0,188.47,2556.52,San Diego,IL,USA
1064,1522,2024-06-04 00:00:00,2024-06-07 00:00:00,2024-06-11 00:00:00,Delivered,Google Pay,17.57,0.0,78.92,1082.98,New York,MI,Canada
1065,286,2024-06-07 00:00:00,,,Pending,Debit Card,9.46,0.0,81.57,1110.68,Chicago,GA,USA
1066,1638,2023-04-24 00:00:00,2023-04-26 00:00:00,2023-05-06 00:00:00,Delivered,Debit Card,15.5,31.83,382.53,5147.86,Phoenix,FL,Canada
1067,1467,2024-03-13 00:00:00,2024-03-15 00:00:00,,Shipped,Debit Card,15.9,0.13,199.95,2715.12,Chicago,IL,UK
1068,14,2023-03-07 00:00:00,,,Pending,Debit Card,21.9,0.0,2.5,55.6,Los Angeles,IL,USA
1069,1116,2024-04-26 00:00:00,2024-04-29 00:00:00,2024-05-02 00:00:00,Delivered,Apple Pay,13.74,0.0,282.12,3822.38,Chicago,OH,USA
1070,1256,2024-12-15 00:00:00,2024-12-16 00:00:00,,Shipped,Debit Card,17.58,0.0,223.06,3028.91,San Antonio,TX,UK
1071,1280,2023-12-02 00:00:00,2023-12-04 00:00:00,,Shipped,Credit Card,6.83,0.0,77.7,1055.78,Chicago,GA,UK
1072,1960,2024-01-08 00:00:00,2024-01-09 00:00:00,2024-01-19 00:00:00,Delivered,Google Pay,7.3,0.0,262.34,3548.85,Houston,CA,Germany
1073,1575,2023-09-20 00:00:00,2023-09-21 00:00:00,2023-09-29 00:00:00,Delivered,Debit Card,22.54,2.38,181.43,2469.41,Philadelphia,OH,Canada
1074,857,2023-01-11 00:00:00,,,Pending,Bank Transfer,7.69,1.91,218.25,2952.19,Houston,IL,USA
